sample,agegroup,diff_cum
255,50-59,30577.18973066062
255,60-69,95501.72207071162
255,70-79,84995.05322376471
255,80+,58700.56972834435
256,50-59,32227.220980347887
256,60-69,100231.70321353158
256,70-79,86844.16861702887
256,80+,69146.43506105903
257,50-59,33052.08467864256
257,60-69,94104.25954918755
257,70-79,83743.99570052832
257,80+,67094.4476711142
258,50-59,36831.1442039507
258,60-69,106333.6938232043
258,70-79,80377.94804653183
258,80+,62215.96199599953
259,50-59,32844.25313363791
259,60-69,89183.39880334504
259,70-79,86706.03686065097
259,80+,69254.02651826551
260,50-59,30412.490763183752
260,60-69,63253.320775188906
260,70-79,80709.38354944886
260,80+,60523.236494627905
261,50-59,34518.13534565329
261,60-69,108634.4375525994
261,70-79,79427.806893463
261,80+,62884.1270874063
262,50-59,36292.29819672298
262,60-69,80636.34744349302
262,70-79,80628.14577700816
262,80+,62158.51291143896
263,50-59,37198.051061778046
263,60-69,72157.38205312425
263,70-79,83683.93099069201
263,80+,62223.2163361889
264,50-59,34586.27472692809
264,60-69,105681.0496862553
264,70-79,86123.53416500273
264,80+,65549.89823750764
265,50-59,31189.741706872024
265,60-69,81363.89509599851
265,70-79,81493.11558541155
265,80+,62864.24704796746
266,50-59,33246.1141896743
266,60-69,53856.847719050566
266,70-79,80478.82531118626
266,80+,62711.96516625942
267,50-59,36895.93833025547
267,60-69,89943.16781757356
267,70-79,83514.64169582484
267,80+,66928.78950915002
268,50-59,35063.46960178384
268,60-69,94188.4812165348
268,70-79,79409.12841542825
268,80+,59939.194327789
269,50-59,28158.57651402274
269,60-69,107188.98795372299
269,70-79,86166.16947189061
269,80+,63348.42989847419
270,50-59,35792.6907904795
270,60-69,93828.0714599992
270,70-79,82536.5750441298
270,80+,67773.08115319286
271,50-59,29079.69972719221
271,60-69,137369.48345654848
271,70-79,81404.35496288467
271,80+,60679.448029282576
272,50-59,38390.824419388846
272,60-69,96504.62915796462
272,70-79,86127.63874566667
272,80+,66350.12150673529
273,50-59,37668.543162406255
273,60-69,111693.0107229692
273,70-79,80784.2395949079
273,80+,63466.116501607066
274,50-59,37252.589135350405
274,60-69,131732.66320196516
274,70-79,84531.44928873905
274,80+,62046.23158725315
275,50-59,35070.88531880625
275,60-69,105471.0720989969
275,70-79,83221.5487463896
275,80+,65200.17438160147
276,50-59,35270.94417446126
276,60-69,88433.6518226835
276,70-79,82622.36272924456
276,80+,65034.87562746791
277,50-59,35980.04976842728
277,60-69,121602.75857496438
277,70-79,84834.04827177181
277,80+,59491.024252333234
278,50-59,38214.84977378093
278,60-69,76320.91737913774
278,70-79,81248.03809235172
278,80+,66034.65907518897
279,50-59,35628.22928370325
279,60-69,121484.52866594314
279,70-79,76728.875993109
279,80+,64157.48432682354
280,50-59,37790.43038320727
280,60-69,112126.44995756919
280,70-79,81880.70353983204
280,80+,62789.817983357134
281,50-59,32198.3350449246
281,60-69,116423.5766600696
281,70-79,82574.73086942176
281,80+,62171.235773966684
282,50-59,37514.52971803278
282,60-69,86690.84922261912
282,70-79,82489.28910807932
282,80+,63316.55945428681
283,50-59,38508.77286030269
283,60-69,99352.22808942516
283,70-79,80884.63508462223
283,80+,59889.78041425353
284,50-59,34921.595884924565
284,60-69,90003.16024064709
284,70-79,85805.3809348736
284,80+,62771.73595133588
285,50-59,32813.78181844872
285,60-69,110696.31915234435
285,70-79,85420.39445268169
285,80+,65204.51344599124
286,50-59,38482.87785769956
286,60-69,106087.95647452134
286,70-79,79482.07076552784
286,80+,63582.12971560991
287,50-59,34475.663194709
287,60-69,75905.59977185132
287,70-79,80450.75191018418
287,80+,60666.46494919984
288,50-59,33423.616522693286
288,60-69,102831.64441919225
288,70-79,81337.85471937011
288,80+,62988.20275778528
289,50-59,35524.658745298984
289,60-69,108870.4132601403
289,70-79,83279.6983190679
289,80+,64253.003878442985
290,50-59,34504.40332072577
290,60-69,94731.49080411556
290,70-79,87281.18372269893
290,80+,65396.0333004783
291,50-59,28844.985422295482
291,60-69,97485.45461283471
291,70-79,81137.44062230231
291,80+,62055.53675231379
292,50-59,33334.029200192934
292,60-69,118373.50426423736
292,70-79,75612.09745280279
292,80+,66157.62613123217
293,50-59,30774.93261844165
293,60-69,99405.67251712953
293,70-79,82944.00559126325
293,80+,59410.3419325044
294,50-59,31502.038462676977
294,60-69,83504.37890975345
294,70-79,84138.46277192316
294,80+,60872.491159033525
295,50-59,36615.40883004151
295,60-69,133725.89942890508
295,70-79,86492.09584158049
295,80+,61279.55008344066
296,50-59,34297.40789906008
296,60-69,92525.47132340027
296,70-79,85712.36694424499
296,80+,65161.73588967755
297,50-59,28890.937968528717
297,60-69,130133.01933016093
297,70-79,79103.45896138602
297,80+,63617.668920415446
298,50-59,34430.15868740482
298,60-69,87954.92581893587
298,70-79,82828.23771305145
298,80+,65023.032247014366
299,50-59,36094.99281255945
299,60-69,99405.32647058635
299,70-79,84652.84643806262
299,80+,63128.15120029175
300,50-59,38213.418401796866
300,60-69,88364.59698403375
300,70-79,78778.74138408396
300,80+,61306.87655496591
301,50-59,31675.436124781347
301,60-69,92413.52496548716
301,70-79,81586.2531301964
301,80+,60644.88061236448
302,50-59,32567.602577473517
302,60-69,117725.14633861616
302,70-79,79744.36122208621
302,80+,67737.77451935453
303,50-59,35599.53871318469
303,60-69,86457.96839226777
303,70-79,79750.67238796025
303,80+,64182.098189038166
304,50-59,32442.135719570026
304,60-69,110858.87423376122
304,70-79,81628.99815104854
304,80+,60363.153622424405
305,50-59,35916.991367158225
305,60-69,93478.77875405388
305,70-79,81717.32111947238
305,80+,63782.68439966311
306,50-59,38488.19622470769
306,60-69,115748.405837406
306,70-79,78058.18511507851
306,80+,61753.60865758543
307,50-59,34245.02398542403
307,60-69,80658.80911095461
307,70-79,78784.53855747989
307,80+,57445.587447916485
308,50-59,33994.72834667378
308,60-69,118591.76572007063
308,70-79,83262.273885755
308,80+,63241.04159146794
309,50-59,32519.770474161018
309,60-69,71153.69262736343
309,70-79,81648.32384982095
309,80+,64538.46114307123
310,50-59,34214.55008877292
310,60-69,89937.47055715341
310,70-79,84934.30347269631
310,80+,65387.6565792775
311,50-59,46179.47351029588
311,60-69,89212.40838394487
311,70-79,82243.26671594399
311,80+,62310.81980696621
312,50-59,34004.883878806315
312,60-69,99085.14099917852
312,70-79,86212.83690891463
312,80+,61966.50058194218
313,50-59,33169.5109767324
313,60-69,94727.40038830029
313,70-79,83458.55372947057
313,80+,66060.70428422227
314,50-59,32005.980786412092
314,60-69,95351.4984872517
314,70-79,76671.45073811262
314,80+,57863.99190691299
315,50-59,32272.899188323292
315,60-69,112930.10552301195
315,70-79,83652.61432072631
315,80+,61649.217045798425
316,50-59,34747.687031397894
316,60-69,101064.59401496033
316,70-79,80051.77996224532
316,80+,64184.74342958502
317,50-59,35344.12816014232
317,60-69,136395.6209238199
317,70-79,84235.61643360257
317,80+,61656.43250438262
318,50-59,34651.72377556479
318,60-69,122731.36510157898
318,70-79,82177.00519194463
318,80+,59084.479893261196
319,50-59,29887.28465077238
319,60-69,108445.9199597317
319,70-79,81116.50760577414
319,80+,58336.77373646977
320,50-59,38686.6275114585
320,60-69,86066.15113015653
320,70-79,82700.46438234654
320,80+,60293.40140896769
321,50-59,37932.215834056304
321,60-69,107888.17595937771
321,70-79,81974.89867054726
321,80+,60830.865899395016
322,50-59,31334.2124238611
322,60-69,92239.9911526386
322,70-79,84328.20588697902
322,80+,63833.500061672756
323,50-59,36708.39395448142
323,60-69,100108.29288944663
323,70-79,84091.89406148873
323,80+,61451.63296998022
324,50-59,39344.69202851087
324,60-69,116339.94637316889
324,70-79,85677.50927339189
324,80+,66076.75186235555
325,50-59,36162.76483034371
325,60-69,98409.04176286368
325,70-79,80933.14579522931
325,80+,63651.6003072154
326,50-59,41168.47189568797
326,60-69,86350.39154716373
326,70-79,85287.49155358288
326,80+,61154.62520353619
327,50-59,37121.67745492823
327,60-69,105942.48973053697
327,70-79,86549.42077749863
327,80+,65307.58712293736
328,50-59,32837.816022464074
328,60-69,74803.8100661883
328,70-79,83627.06753055326
328,80+,64023.212078574106
329,50-59,37450.498319131344
329,60-69,101735.51114772592
329,70-79,78940.92804297153
329,80+,65596.7105553211
330,50-59,35078.56224843015
330,60-69,98477.55831046896
330,70-79,85437.0743564495
330,80+,64193.629023943635
331,50-59,37834.71213460742
331,60-69,81267.96758557229
331,70-79,82931.4474643247
331,80+,61590.85225958105
332,50-59,35352.97806802788
332,60-69,102398.43697423283
332,70-79,82762.24980320537
332,80+,65088.04830984594
333,50-59,41464.0798859989
333,60-69,117445.49974658371
333,70-79,84802.7720304728
333,80+,67141.51199587563
334,50-59,32803.078155061456
334,60-69,110540.89949661288
334,70-79,79784.14272896791
334,80+,63838.3051989961
335,50-59,30711.830560308317
335,60-69,66909.23770644981
335,70-79,77813.64420453539
335,80+,61481.47839278995
336,50-59,36402.41463529883
336,60-69,105704.97263506395
336,70-79,80279.39957107745
336,80+,62593.172967259394
337,50-59,33316.60983420053
337,60-69,81726.34265825812
337,70-79,81077.7836969578
337,80+,61665.6600454709
338,50-59,29222.00036825152
338,60-69,110298.68067179869
338,70-79,84917.60636249949
338,80+,64679.86569423686
339,50-59,30326.609192546584
339,60-69,86424.25998089497
339,70-79,80971.82452641966
339,80+,64903.81283134557
340,50-59,40472.418680042225
340,60-69,111441.97604308953
340,70-79,79932.2430009911
340,80+,63068.20891603728
341,50-59,30159.97310027167
341,60-69,120255.2119416341
341,70-79,83437.09063115297
341,80+,63480.69575953897
342,50-59,38087.594261901446
342,60-69,95793.49157345909
342,70-79,79346.86844234877
342,80+,61128.67598929254
343,50-59,38995.34278817486
343,60-69,94473.13538079878
343,70-79,84642.16694421245
343,80+,66539.21350025176
344,50-59,27781.4961673862
344,60-69,128581.94679493453
344,70-79,82423.91405494724
344,80+,65867.51529204093
345,50-59,38912.60275608903
345,60-69,88934.47947957554
345,70-79,79038.79922030082
345,80+,60770.59244188578
346,50-59,39135.90591992729
346,60-69,85285.88216946085
346,70-79,80953.5687040252
346,80+,63574.63288226008
347,50-59,39362.60893278251
347,60-69,110521.83838008853
347,70-79,85185.67651479375
347,80+,56905.63792152172
348,50-59,34515.82345435116
348,60-69,102266.51423921922
348,70-79,83838.38116104304
348,80+,61186.47736798389
349,50-59,34857.601712413794
349,60-69,62738.37109496878
349,70-79,79818.24582636169
349,80+,60644.939888966626
350,50-59,34618.723143701165
350,60-69,121888.72193779897
350,70-79,84764.46425174616
350,80+,64052.78542669491
351,50-59,32506.199182477074
351,60-69,102735.38804407646
351,70-79,76832.10315678442
351,80+,62430.05900146109
352,50-59,31763.388403776044
352,60-69,93661.11874270017
352,70-79,82064.2790587623
352,80+,64211.2552120714
353,50-59,38108.60044652151
353,60-69,124453.56103508172
353,70-79,81292.1833874485
353,80+,64437.225673693574
354,50-59,31178.788936974775
354,60-69,72527.65438065639
354,70-79,84238.92647719716
354,80+,61319.41327133314
355,50-59,33851.29354707252
355,60-69,127625.054393981
355,70-79,81485.90788504269
355,80+,61850.69636001639
356,50-59,37138.11397389096
356,60-69,112379.04415067029
356,70-79,79018.62640590551
356,80+,64754.05797135327
357,50-59,41716.84408537792
357,60-69,115927.64731024062
357,70-79,88024.50739679826
357,80+,62777.249697735046
358,50-59,34178.92839835021
358,60-69,115849.78776931006
358,70-79,79633.97788911525
358,80+,63268.350174032574
359,50-59,29889.480903412445
359,60-69,85486.64460547527
359,70-79,86722.52892459295
359,80+,61430.59877749011
360,50-59,33771.62689655155
360,60-69,111119.25390923038
360,70-79,82321.91696310378
360,80+,63799.649354463996
361,50-59,33762.25399809973
361,60-69,82877.4543162024
361,70-79,78461.44277746578
361,80+,63343.419898029155
362,50-59,32065.024096657064
362,60-69,69959.47504581664
362,70-79,72056.70486691334
362,80+,58729.51560068963
363,50-59,34400.81139251275
363,60-69,105521.67437418319
363,70-79,76728.01196880183
363,80+,64363.13231952119
364,50-59,35777.944869493636
364,60-69,97346.50785571832
364,70-79,81285.99512507695
364,80+,64503.09261207762
365,50-59,33254.33112868788
365,60-69,114266.26161138182
365,70-79,88405.83062085736
365,80+,63300.8001062748
366,50-59,37665.14007405733
366,60-69,121623.99206698951
366,70-79,80862.36407079053
366,80+,66019.13344235768
367,50-59,29736.481543166086
367,60-69,95918.12186866743
367,70-79,85425.05814906365
367,80+,64150.52772928902
368,50-59,34645.634857304605
368,60-69,112503.60763329353
368,70-79,79047.02829951246
368,80+,63390.81219922225
369,50-59,35544.49477770116
369,60-69,118630.27823791956
369,70-79,81538.26706942538
369,80+,65907.74031041695
370,50-59,33481.42438555508
370,60-69,97746.4564637155
370,70-79,84680.52542722161
370,80+,64225.63182048162
371,50-59,37778.00143365853
371,60-69,83703.17814052578
371,70-79,83019.26769763717
371,80+,66713.27776718303
372,50-59,36975.8000086687
372,60-69,99228.61333825662
372,70-79,83512.9186756202
372,80+,64741.2142581962
373,50-59,37522.4651459607
373,60-69,90268.31121015913
373,70-79,92975.6883106044
373,80+,59697.730868935825
374,50-59,32830.84206566929
374,60-69,70894.18575014839
374,70-79,82122.9459726026
374,80+,63693.78953543358
375,50-59,33116.8300808364
375,60-69,95886.81486154365
375,70-79,81973.42225952778
375,80+,57096.53478946247
376,50-59,36997.296618811626
376,60-69,127380.71766964479
376,70-79,86720.54161423804
376,80+,65882.08437219178
377,50-59,27370.222945371836
377,60-69,99065.0915133306
377,70-79,89321.52264551015
377,80+,59285.63304470518
378,50-59,34921.14003254073
378,60-69,92385.46298224664
378,70-79,84540.76882736775
378,80+,62906.176717049595
379,50-59,33572.99627340083
379,60-69,80589.59558316103
379,70-79,83568.07721078696
379,80+,63352.69471069721
380,50-59,36896.18616196558
380,60-69,133196.14853600107
380,70-79,82748.60214205839
380,80+,63422.39860577166
381,50-59,34430.11794771032
381,60-69,96858.02675962861
381,70-79,78749.28888988978
381,80+,61037.026713278276
382,50-59,32629.21383299543
382,60-69,101903.16899619543
382,70-79,83529.29061480753
382,80+,58357.259107853664
383,50-59,32412.11990004317
383,60-69,86616.20763501026
383,70-79,90056.21207602897
383,80+,64720.638531498735
384,50-59,32212.52703368629
384,60-69,72022.8046606756
384,70-79,82351.9219506414
384,80+,58386.39427602911
385,50-59,29066.4801010513
385,60-69,98934.77120779951
385,70-79,83274.84353683481
385,80+,61531.680400870464
386,50-59,34126.19344983443
386,60-69,119446.20978468964
386,70-79,75629.57660383782
386,80+,59979.557672670795
387,50-59,34308.67160839307
387,60-69,108212.23216355222
387,70-79,79197.29711994811
387,80+,61221.16893206865
388,50-59,36391.91346878963
388,60-69,114445.0424664136
388,70-79,85484.23553845851
388,80+,63261.20131993834
389,50-59,38773.654982134736
389,60-69,94249.46290181993
389,70-79,85533.44286755034
389,80+,65116.23879244741
390,50-59,35228.91299768038
390,60-69,119322.02310958708
390,70-79,81492.95222868663
390,80+,64276.66977901604
391,50-59,36505.90094606146
391,60-69,126103.90169454449
391,70-79,81827.98606395654
391,80+,62067.94812744852
392,50-59,34777.01955175214
392,60-69,85748.91092895665
392,70-79,80972.25458966935
392,80+,63898.237138028984
393,50-59,36415.306787879505
393,60-69,132569.4280399223
393,70-79,76837.06858664933
393,80+,60402.86756257321
394,50-59,41799.08477289303
394,60-69,113945.77858983756
394,70-79,81995.64009916171
394,80+,68726.63140834049
395,50-59,35422.73263967352
395,60-69,130594.03219741539
395,70-79,77161.78789777712
395,80+,59887.956217761115
396,50-59,34082.9857161801
396,60-69,115964.45000903409
396,70-79,85199.06076102794
396,80+,60446.393131655626
397,50-59,36633.94469704222
397,60-69,85072.50462432683
397,70-79,78628.41460215801
397,80+,60961.362123221676
398,50-59,31625.328788961808
398,60-69,113864.72741111748
398,70-79,80838.0803272617
398,80+,60834.71786426654
399,50-59,33564.48675358801
399,60-69,110462.34609043534
399,70-79,83486.26971465391
399,80+,60767.92268078324
400,50-59,32299.15026918131
400,60-69,119848.03482868135
400,70-79,84268.35178684842
400,80+,63572.899225628746
401,50-59,40614.63801010494
401,60-69,101156.30090805699
401,70-79,77704.48213022146
401,80+,61639.14817128515
402,50-59,35119.53355486639
402,60-69,102347.35931502264
402,70-79,84408.10291140569
402,80+,64596.75397077989
403,50-59,30553.433786129517
403,60-69,73956.33899848534
403,70-79,77750.8172517018
403,80+,64141.96215772763
404,50-59,30922.095034480255
404,60-69,111911.93412065838
404,70-79,86581.4199643527
404,80+,61822.209113377496
405,50-59,37757.060890817986
405,60-69,106888.47979273235
405,70-79,74627.66175276886
405,80+,62180.6555936677
406,50-59,33677.03489770024
406,60-69,114264.01058901938
406,70-79,86755.49891829514
406,80+,61028.98405064303
407,50-59,40304.18057248541
407,60-69,96893.71556197527
407,70-79,81652.74496682605
407,80+,64129.10108702478
408,50-59,35646.03314496225
408,60-69,97019.04409379102
408,70-79,85714.89391275115
408,80+,62610.24342701954
409,50-59,29048.687136883043
409,60-69,113856.00541671975
409,70-79,80013.75345126397
409,80+,58620.22677673183
410,50-59,32688.24938283931
410,60-69,88227.22830794747
410,70-79,85810.0991749622
410,80+,64889.39278182197
411,50-59,32982.38155649143
411,60-69,95494.36699321397
411,70-79,83311.56683979127
411,80+,63324.83382691766
412,50-59,39916.155167193036
412,60-69,126618.8049893609
412,70-79,89119.83697198975
412,80+,69115.54085935597
413,50-59,42184.584509592765
413,60-69,89722.00104240573
413,70-79,90435.74525997447
413,80+,66447.12967932249
414,50-59,39016.8037083384
414,60-69,102492.77132843027
414,70-79,90272.83114793399
414,80+,61963.967305281774
415,50-59,35938.48318542666
415,60-69,78775.34646062346
415,70-79,86688.50461276065
415,80+,61960.97914588227
416,50-59,27578.743880684884
416,60-69,135059.3150200529
416,70-79,81286.0742004092
416,80+,62293.11667001168
417,50-59,36107.218537153996
417,60-69,82295.9920671958
417,70-79,90678.34304350491
417,80+,64040.31422326012
418,50-59,32474.600304500083
418,60-69,85701.10086624566
418,70-79,80927.22253896233
418,80+,59598.34985682133
419,50-59,31391.340328175073
419,60-69,84486.14195835809
419,70-79,74013.20670395777
419,80+,64960.633333361104
420,50-59,34458.82700183802
420,60-69,127585.35492671003
420,70-79,83570.2174295131
420,80+,59584.39259267964
421,50-59,34239.2828982685
421,60-69,77715.50986826052
421,70-79,80698.5984482976
421,80+,60688.12134649636
422,50-59,32685.178294150293
422,60-69,100954.00656087458
422,70-79,89310.72483869102
422,80+,58264.28117932558
423,50-59,37467.74627707706
423,60-69,113969.87000143345
423,70-79,81012.71589014637
423,80+,65383.0947104674
424,50-59,31211.44389046468
424,60-69,67224.72393590001
424,70-79,88290.42154561901
424,80+,61020.17070601771
425,50-59,38466.129860339905
425,60-69,85595.05310837188
425,70-79,80468.07834814463
425,80+,63477.37583630567
426,50-59,36136.097822681426
426,60-69,86074.13314955436
426,70-79,83734.40695498866
426,80+,58069.1148144896
427,50-59,34745.857960242916
427,60-69,111184.0658387685
427,70-79,86151.46225194733
427,80+,61709.466456950606
428,50-59,34296.808824873115
428,60-69,84548.15963355449
428,70-79,87730.85321952854
428,80+,62112.635689942
429,50-59,39094.92043460953
429,60-69,118520.39079463725
429,70-79,91810.18770084516
429,80+,62953.789085963916
430,50-59,29897.092330807325
430,60-69,105590.27273791576
430,70-79,84475.53121971837
430,80+,69370.99507956277
431,50-59,33320.100117445865
431,60-69,78050.5400136157
431,70-79,86167.89198342577
431,80+,59247.876857792704
432,50-59,35213.607676630265
432,60-69,112667.0943943894
432,70-79,83441.18920773832
432,80+,63522.71601000935
433,50-59,31254.35707547307
433,60-69,80148.00347010062
433,70-79,82680.16781554473
433,80+,63500.03127308945
434,50-59,38725.05098652596
434,60-69,106340.85002254206
434,70-79,85168.22810636708
434,80+,63713.798153802316
435,50-59,32934.63674044313
435,60-69,105782.30435356741
435,70-79,86120.63411256949
435,80+,60743.846820987055
436,50-59,37387.13986714716
436,60-69,119431.31858867395
436,70-79,81535.81285013192
436,80+,61235.77000841021
437,50-59,33380.57779749795
437,60-69,106844.69425887048
437,70-79,73154.1421964505
437,80+,65045.580145925924
438,50-59,39160.86753097673
438,60-69,115518.30729639373
438,70-79,85558.4193075471
438,80+,58318.8752101392
439,50-59,30842.21248747861
439,60-69,69069.47042154656
439,70-79,83463.21517883334
439,80+,66269.49780787015
440,50-59,36457.517925811095
440,60-69,103243.77215205115
440,70-79,82216.72515839891
440,80+,66003.55120383867
441,50-59,27171.149479437106
441,60-69,118636.92119781318
441,70-79,78987.69313382794
441,80+,61763.32303972585
442,50-59,28942.55115121509
442,60-69,114523.21843416643
442,70-79,87778.92628923131
442,80+,68483.36127529846
443,50-59,32412.175746800407
443,60-69,82449.26889304229
443,70-79,83878.97291140925
443,80+,66124.73000897981
444,50-59,35441.52179500481
444,60-69,106833.03884119604
444,70-79,84116.49997903424
444,80+,60919.98323603808
445,50-59,36563.977287639136
445,60-69,72004.48459447421
445,70-79,83547.61088725553
445,80+,60783.67471485806
446,50-59,32449.29038932955
446,60-69,92048.78172640628
446,70-79,82014.98805112483
446,80+,66359.36068160892
447,50-59,40151.05830359798
447,60-69,77924.8762239699
447,70-79,80283.1180089608
447,80+,62282.81631413774
448,50-59,33537.797241448636
448,60-69,72327.70263149356
448,70-79,83027.93503538617
448,80+,63737.98849420268
449,50-59,33030.48715217427
449,60-69,102115.79442106104
449,70-79,87111.33045918412
449,80+,63404.77966862397
450,50-59,31134.183347212977
450,60-69,97181.97224475305
450,70-79,77033.25703829376
450,80+,62592.99813589687
451,50-59,33447.44996320463
451,60-69,112793.43597122947
451,70-79,88858.53917413196
451,80+,58910.4010545987
452,50-59,32094.19377938274
452,60-69,101542.75157770496
452,70-79,87612.02600167868
452,80+,67184.69774328834
453,50-59,36595.29738329743
453,60-69,98265.61098589827
453,70-79,78827.07139026551
453,80+,62546.359279684984
454,50-59,36841.62545345717
454,60-69,100509.95343581158
454,70-79,76816.146323994
454,80+,60735.81427355302
455,50-59,30862.03794574577
455,60-69,65020.70322014443
455,70-79,80447.95469878479
455,80+,63262.92107328897
456,50-59,35456.59407012275
456,60-69,74331.2043936502
456,70-79,86232.90905901347
456,80+,61450.77692927358
457,50-59,39915.98486721134
457,60-69,107712.44182685016
457,70-79,82960.87516624661
457,80+,65919.07783327777
458,50-59,26947.66141550067
458,60-69,103172.39992055263
458,70-79,84505.1903104626
458,80+,63701.56430646884
459,50-59,38121.66767043487
459,60-69,119557.87471943971
459,70-79,80000.7695988117
459,80+,63394.32579151873
460,50-59,33925.16571443979
460,60-69,113141.90365514603
460,70-79,82539.94118429541
460,80+,63450.27535125107
461,50-59,33965.96514156895
461,60-69,131565.78951346508
461,70-79,82983.89649161098
461,80+,70295.02492200275
462,50-59,34589.54487984712
462,60-69,103519.31458486039
462,70-79,82113.59044433855
462,80+,63478.13025225903
463,50-59,29549.1002282894
463,60-69,91776.5047125073
463,70-79,80264.20931369782
463,80+,67944.11175866784
464,50-59,33162.72231577421
464,60-69,108308.33329271522
464,70-79,80977.0067183108
464,80+,60172.78208178979
465,50-59,32564.95774747615
465,60-69,79570.76140980089
465,70-79,85853.5217038722
465,80+,62499.501457496845
466,50-59,31461.25938100505
466,60-69,111721.55721080919
466,70-79,85358.572828319
466,80+,62463.299245752
467,50-59,35639.34229135697
467,60-69,99346.26722778883
467,70-79,89297.04068013665
467,80+,64924.665491114145
468,50-59,33960.0484136144
468,60-69,94534.24127272751
468,70-79,85096.33590514226
468,80+,64628.588166228794
469,50-59,35532.19195285067
469,60-69,75393.5148916303
469,70-79,86134.58679427212
469,80+,60012.74694983242
470,50-59,39757.42478642359
470,60-69,69564.77196850505
470,70-79,86322.15771960591
470,80+,65737.11364044585
471,50-59,28572.990448019173
471,60-69,102220.67704112727
471,70-79,81706.46400432449
471,80+,63737.80190261601
472,50-59,37151.6907892143
472,60-69,96409.67480060388
472,70-79,81501.79505906539
472,80+,63135.45620545831
473,50-59,34260.73155262878
473,60-69,75088.78989237742
473,70-79,82701.8152753164
473,80+,65758.86206820291
474,50-59,32915.67482382334
474,60-69,104125.01644274214
474,70-79,85375.02766957588
474,80+,64890.6612432243
475,50-59,31424.7855337344
475,60-69,131544.18070051784
475,70-79,85295.08074934737
475,80+,65900.17207933952
476,50-59,35539.255104413314
476,60-69,100310.83027816183
476,70-79,86751.34276865894
476,80+,66886.3893242234
477,50-59,36538.11707210096
477,60-69,107863.52965793113
477,70-79,84855.56835842307
477,80+,63846.52773209097
478,50-59,29676.44994624075
478,60-69,102506.56820356101
478,70-79,84145.39310459181
478,80+,68256.36104537321
479,50-59,38236.438107497284
479,60-69,83768.44528345039
479,70-79,80262.73992082634
479,80+,64619.69021059508
480,50-59,35643.26263113158
480,60-69,99839.85232459841
480,70-79,87397.55999952073
480,80+,65347.99231675397
481,50-59,36229.16053422104
481,60-69,77796.96634944502
481,70-79,79576.1907196967
481,80+,66405.60655623971
482,50-59,38705.40368795955
482,60-69,81020.16193041026
482,70-79,83481.59050206511
482,80+,63371.359615142144
483,50-59,32153.803063108266
483,60-69,77409.00789457333
483,70-79,83802.36391043941
483,80+,64258.54555751671
484,50-59,34652.49359604949
484,60-69,89923.95790538672
484,70-79,82791.53739073266
484,80+,63448.24175894332
485,50-59,34525.53287649499
485,60-69,117762.17795793801
485,70-79,86802.1310944731
485,80+,61969.51144655621
486,50-59,31673.021969381713
486,60-69,89911.43644611345
486,70-79,82463.08093221782
486,80+,65293.62017614099
487,50-59,34341.24407186934
487,60-69,104608.36985382772
487,70-79,83100.76456002386
487,80+,64506.96805566369
488,50-59,39216.44172125954
488,60-69,68211.94382591527
488,70-79,85592.32725855784
488,80+,62952.12785088933
489,50-59,33165.82400332061
489,60-69,110814.60838124798
489,70-79,83061.1325049862
489,80+,58933.34381130234
490,50-59,30520.52769644484
490,60-69,106994.89495080615
490,70-79,83636.4848414625
490,80+,62994.3391830118
491,50-59,35519.26056656153
491,60-69,91955.16731749407
491,70-79,87795.78158556139
491,80+,62123.92190504459
492,50-59,37333.49453039351
492,60-69,98052.6732637262
492,70-79,82849.39314041576
492,80+,61767.20684396245
493,50-59,34554.60188684524
493,60-69,140750.23879882717
493,70-79,87433.36797817211
493,80+,62065.68551825483
494,50-59,38766.01034539689
494,60-69,79304.29420733807
494,70-79,87914.80040035123
494,80+,57597.13838330928
495,50-59,33400.85058420943
495,60-69,86228.82544734418
495,70-79,85277.08197421812
495,80+,65292.80762213235
496,50-59,38433.88951002414
496,60-69,69327.52908639089
496,70-79,80561.70477808628
496,80+,60725.9289315557
497,50-59,33821.8888802727
497,60-69,123188.24757996657
497,70-79,82512.03074195005
497,80+,62102.372357851185
498,50-59,36153.0374749437
498,60-69,106546.7434795219
498,70-79,82738.97403210778
498,80+,64063.18971762179
499,50-59,29208.51166327037
499,60-69,110053.92110922336
499,70-79,88582.82513421674
499,80+,61099.493318254106
500,50-59,34762.03392113625
500,60-69,138692.4931563518
500,70-79,84121.90260366627
500,80+,61699.496885042434
501,50-59,37089.12074931508
501,60-69,119371.14800602221
501,70-79,79135.5261461449
501,80+,66077.87850458949
502,50-59,34025.66195039094
502,60-69,103704.61645700547
502,70-79,83619.55224702762
502,80+,56577.83337277366
503,50-59,34995.75079840894
503,60-69,103519.30825937865
503,70-79,91565.38811210028
503,80+,64576.10022135819
504,50-59,31685.41000162485
504,60-69,69929.79516814655
504,70-79,81748.57300499018
504,80+,63010.748784499745
505,50-59,34382.415109413276
505,60-69,121759.91205551797
505,70-79,85634.27208085192
505,80+,54798.99179707014
506,50-59,34605.63359394007
506,60-69,114603.51274879904
506,70-79,82905.20482294871
506,80+,65173.46827441621
507,50-59,31914.750006797214
507,60-69,112906.75592660873
507,70-79,80106.82863207984
507,80+,65050.48629918912
508,50-59,36426.260480537756
508,60-69,96361.84611166676
508,70-79,80343.08999056809
508,80+,63969.717150230004
509,50-59,32733.047195981533
