agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,1.6497042203483312e-4,-0.02583467076183132,-0.006752846377169806,-1.6843012891501756e-4,0.006897113838851243,0.026815055970133686,0
60-69,1month,2020-02-09,-3.4549479412264737e-4,-0.02612955248319185,-0.007608870667680641,-4.669183940804709e-4,0.006681543302918168,0.025971852014072396,0
60-69,1month,2020-02-16,4.5625911867061504e-4,-0.02561377714101582,-0.007027418103288219,3.0165662853884096e-4,0.007275713257614973,0.03018558237832543,0
60-69,1month,2020-02-23,-1.8483545419759504e-4,-0.027454993223895864,-0.007621449545209413,-3.812672880227931e-4,0.007379052515247925,0.028502850363785776,0
60-69,1month,2020-03-01,0.0010824941685429487,-0.02513455504401804,-0.006269215085027136,6.880183520689841e-4,0.007741413806707882,0.029677465932342998,0
60-69,1month,2020-03-08,5.326327411652263e-4,-0.026605987296912735,-0.0065742646671166,4.6117499118903033e-4,0.008138663009076782,0.027835702298987637,0
60-69,1month,2020-03-15,-3.2535896027946726e-4,-0.027404627567770134,-0.007797958717885743,-2.225599498211256e-4,0.0069523194632628155,0.027523574733253276,0
60-69,1month,2020-03-22,8.302548349439755e-5,-0.029145465856537704,-0.007054816338266718,2.6221187434741504e-4,0.007866014872296836,0.025489701147663732,0
60-69,1month,2020-03-29,9.750779827121409e-4,-0.023315309539711178,-0.006095809594731619,5.346786514870451e-4,0.00820920370874918,0.0267040363945423,0
60-69,1month,2020-04-05,-3.241684376397593e-4,-0.030790502280787873,-0.00781361142639854,2.3413699492079118e-4,0.0071812476621275455,0.027743850627457108,0
60-69,1month,2020-04-12,1.7141535256002516,1.6886195777803823,1.7071955559195497,1.7139951146085433,1.7208513344064629,1.7412994819283705,1.7142857142857142
60-69,1month,2020-04-19,3.8571387563333097,3.830047636710845,3.8500694897369203,3.8571413719741505,3.864341377179381,3.8844377049734637,3.857142857142857
60-69,1month,2020-04-26,5.999494066642287,5.971616877971611,5.992872014447421,5.999943610679714,6.007175169750601,6.022426005958333,6
60-69,1month,2020-05-03,11.214408413875315,11.186870413090896,11.206332093212396,11.214502588129971,11.222324892069995,11.242790472239992,11.214285714285715
60-69,1month,2020-05-10,19.85707980719763,19.830963035014854,19.849537603790935,19.85680928661595,19.864271650024623,19.883800858708195,19.857142857142858
60-69,1month,2020-05-17,28.428984813117165,28.401975487144465,28.42168552761414,28.428828919759155,28.43626500043138,28.456704798303072,28.428571428571427
