agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-09,4.8451843511024273e-4,-0.026454314329321563,-0.007580932194091263,-2.019177684439191e-4,0.007706176760913371,0.03250392368422348,0
60-69,1month,2020-02-23,2.535434404205965e-4,-0.03503625395402204,-0.007634317290145182,3.813962640770237e-5,0.007580223624573346,0.03995393130659306,0
60-69,1month,2020-03-01,-5.5375322653278685e-5,-0.035292173760356774,-0.00719403397078645,-2.1358502063854678e-4,0.00735964947752462,0.03495794583413418,0
60-69,1month,2020-03-08,2.2662687831241545e-4,-0.032353462531689754,-0.007529536624646274,-3.284157750352158e-4,0.00807257395178936,0.03460414259715639,0
60-69,1month,2020-03-15,0.35638491666573385,0.3237306816836659,0.34907794820164617,0.35654162975743797,0.36419194659366755,0.38646949275981113,0.3571428571428571
60-69,1month,2020-03-22,0.42863257223076917,0.3942180986810597,0.42142858223405183,0.4285408414494253,0.43554601105689467,0.467076169904289,0.42857142857142855
60-69,1month,2020-03-29,0.5714942633239465,0.5390594507518532,0.563887979687493,0.5712013302389536,0.5793037647154864,0.6080961874397781,0.5714285714285714
60-69,1month,2020-04-05,0.7860694703649027,0.7538403907459558,0.7780675755293122,0.7853118279356228,0.794081232075837,0.8219311133975367,0.7857142857142857
60-69,1month,2020-04-12,0.5718186433729633,0.5384830270645076,0.5646246108193349,0.5718403839123598,0.5789246912680253,0.6026724586206519,0.5714285714285714
60-69,1month,2020-04-19,2.2138686143415067,2.17980775953018,2.207173086646407,2.2143643517828346,2.221223346294818,2.2437237043904923,2.2142857142857144
60-69,1month,2020-04-26,5.286147169503506,5.254576365091157,5.278711976944875,5.286377184900488,5.293393808263193,5.318926248062787,5.285714285714286
60-69,1month,2020-05-03,8.071133178882357,8.039431797404697,8.06418037255487,8.071441414625722,8.078273138853435,8.102274143766852,8.071428571428571
60-69,1month,2020-05-10,9.642847820684079,9.611119754561694,9.63488543294008,9.643106808922255,9.650207591816613,9.674590665532106,9.642857142857142
60-69,1month,2020-05-17,15.714756630236035,15.68017209576319,15.706977999416923,15.714871927274297,15.722344023888997,15.748184488782655,15.714285714285715
60-69,1month,2020-05-24,22.35773287121522,22.325820145150196,22.35002785767711,22.35769143023898,22.36552760072065,22.391616183311324,22.357142857142858
60-69,1month,2020-05-31,22.928714291772536,22.897952340938723,22.92096914784305,22.928655287122275,22.935926746645034,22.9613564520858,22.92857142857143
