agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,6.041139427832716e-4,-0.030835672691782206,-0.006683020615666626,0.001181221216439019,0.007905632861390153,0.031972751743670216,0
60-69,1month,2020-02-09,-6.606969562464679e-4,-0.031913247838794886,-0.0074814403357845154,-4.351948397301811e-4,0.0071109699981345585,0.027531633404654764,0
60-69,1month,2020-02-16,-4.822504661493214e-4,-0.03171831072669795,-0.007928594442457521,-3.06123143552081e-4,0.006421625027908564,0.031871395216792914,0
60-69,1month,2020-02-23,-8.420924849155859e-4,-0.033642318212402794,-0.008782563974889041,-4.729555606267531e-4,0.007245189829069545,0.031691857000630506,0
60-69,1month,2020-03-01,-2.4155912125787608e-4,-0.035233406245742886,-0.007500290993781019,5.555219409605382e-4,0.008046905810548306,0.02962395469616033,0
60-69,1month,2020-03-08,-3.6767859167254535e-4,-0.03134718217530562,-0.008216887765268906,-8.792333184729395e-5,0.00712036905269605,0.028210957474333765,0
60-69,1month,2020-03-15,-3.405093995109955e-5,-0.032853025909630525,-0.007315547068282388,-2.11298498452276e-4,0.007003214611790633,0.031693969983744394,0
60-69,1month,2020-03-22,0.3572218111568577,0.3264733784009151,0.3498746892740109,0.3569188598343049,0.364391050591493,0.39053247646318007,0.3571428571428571
60-69,1month,2020-03-29,0.4995671632968018,0.46578817900214586,0.491994567737993,0.49981062440144525,0.5074767410386485,0.5309044810648931,0.5
60-69,1month,2020-04-05,0.9998242724406473,0.9659682119908501,0.9930366814536847,0.9999285942323899,1.0075914025041408,1.0299400073620013,1
60-69,1month,2020-04-12,1.5006491134748292,1.4717211773572267,1.4929808530459825,1.500213318385153,1.507300027036465,1.5334056159949374,1.5
60-69,1month,2020-04-19,0.6431121988997833,0.6106522694557469,0.6357717345432813,0.6430274754202183,0.6510938729251701,0.6708919064549719,0.6428571428571428
60-69,1month,2020-04-26,1.3581633421000328,1.328526082058791,1.3501923680453958,1.357295942694095,1.365229522058669,1.3929605579471445,1.3571428571428572
60-69,1month,2020-05-03,4.428418827444093,4.397490280352494,4.420745027123035,4.428615764607725,4.435945741227412,4.458653355394357,4.428571428571429
60-69,1month,2020-05-10,5.714054137154571,5.685269517046458,5.706796018034278,5.714092130314269,5.7207698686842345,5.7431951181678755,5.714285714285714
60-69,1month,2020-05-17,6.643163238423531,6.613782119480583,6.63548715574105,6.643057069834806,6.650219273873615,6.676213399599225,6.642857142857143
