agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,-1.1173185728825439e-4,-0.03261122035426905,-0.007385019928296745,-1.7582466618918432e-4,0.006848474780998214,0.03417141818734533,0
60-69,1month,2020-02-09,3.575822158437936e-4,-0.03296775786368294,-0.00690274038645048,3.304287687593873e-4,0.007490673925960105,0.03506979157601525,0
60-69,1month,2020-02-16,9.94678019449427e-5,-0.0306695282972233,-0.007260003839263303,3.199605355645655e-4,0.0070135251229765955,0.03437940574738131,0
60-69,1month,2020-02-23,0.0010682496970072849,-0.030993619897242343,-0.006606238228435821,7.664612604671802e-4,0.00799793829221829,0.03267221998651048,0
60-69,1month,2020-03-01,-9.391710134433474e-5,-0.033790922573381094,-0.007420037667252213,-3.4276382401546236e-4,0.007066324496515372,0.03418090589090081,0
60-69,1month,2020-03-08,-1.2571819529954098e-4,-0.031351514445228754,-0.007313766574847862,2.822960725117345e-4,0.006952963645637457,0.031050808898582413,0
60-69,1month,2020-03-15,0.5721455465195594,0.5394769907347734,0.5650902129990194,0.5723240572270871,0.5789525179822429,0.6024393350413639,0.5714285714285714
60-69,1month,2020-03-22,2.9296003653894047,2.8964453659361653,2.922382075795255,2.929194732562266,2.9358954635662085,2.9660021796750957,2.9285714285714284
60-69,1month,2020-03-29,4.28551936098124,4.250842555792722,4.278947287476351,4.285286230131167,4.292356103130854,4.317454688646144,4.285714285714286
60-69,1month,2020-04-05,4.071478474167271,4.043461875483456,4.064387134710874,4.071390941941431,4.078507692975798,4.0990902513002,4.071428571428571
60-69,1month,2020-04-12,5.570826012869781,5.537547185444814,5.564196496381268,5.570959768048779,5.578505949777261,5.598848503548497,5.571428571428571
60-69,1month,2020-04-19,9.857320836741017,9.828260968020883,9.850408062029883,9.857620826558403,9.864340539867685,9.88496466718723,9.857142857142858
60-69,1month,2020-04-26,16.78584852917284,16.751332528957004,16.77849313187787,16.785786104341668,16.792624155337368,16.8205930382403,16.785714285714285
60-69,1month,2020-05-03,24.857003315787065,24.82840679176705,24.849958469452567,24.856735064914524,24.863639897989543,24.888778882383978,24.857142857142858
60-69,1month,2020-05-10,37.57125565620702,37.537762244982275,37.56453939227502,37.571325312746666,37.57785718699041,37.60239532016419,37.57142857142857
