agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,-4.939671639944545e-4,-0.05945264411893722,-0.018291497002832495,-7.558211742138641e-4,0.017199500249292548,0.05929154248573226,0
60-69,1month,2020-02-09,4.7287430476567236e-4,-0.05680257900926627,-0.017247517529534587,5.075927448192031e-4,0.018119667668370063,0.059240961378568525,0
60-69,1month,2020-02-16,-1.2252360710465884e-4,-0.05667886829402176,-0.018324907483281302,-0.0012402827686846798,0.017355309627934176,0.058287672527234616,0
60-69,1month,2020-02-23,0.7150343204428785,0.6568688695868135,0.6968385567624643,0.7152339481765475,0.7343518876015577,0.7722462504344589,0.7142857142857142
60-69,1month,2020-03-01,0.9999713743597441,0.94091108629265785,0.9813662108417021,1.000033744860962,1.0175294815822884,1.0593398314085027,1
60-69,1month,2020-03-08,0.785940631360842,0.7278399526663226,0.7673966264946048,0.7862571696846328,0.8036892654650036,0.8459378517834685,0.7857142857142857
60-69,1month,2020-03-15,0.5000296260091578,0.44712936992954566,0.48253193018107177,0.5007800893324446,0.5171205366489817,0.5575554145909906,0.5
60-69,1month,2020-03-22,0.07419017745328489,0.016993109355794137,0.05574256693275144,0.07426905922389246,0.09175522410396164,0.13587563122786972,0.07142857142857142
60-69,1month,2020-03-29,1.5000991712848235,1.4450106034002093,1.4813381911060743,1.4997198050499052,1.5180504442945364,1.5573274227156544,1.5
60-69,1month,2020-04-05,4.642100453323013,4.582214707388904,4.624097821888045,4.64378287130286,4.661266632098425,4.695026125615228,4.642857142857142
60-69,1month,2020-04-12,9.071997458642176,9.018667208163759,9.054397794744993,9.072571034246018,9.089479863361985,9.12729243244578,9.071428571428571
60-69,1month,2020-04-19,21.070734340358044,21.01743788591446,21.0519820975006,21.069671904345093,21.08739540396227,21.13139469263216,21.071428571428573
60-69,1month,2020-04-26,47.00134530531288,46.93896411070699,46.98465490146753,47.00137436438425,47.020823311837304,47.05661886199967,47
60-69,1month,2020-05-03,75.14172518327261,75.08600372905285,75.12473070018908,75.14131625668156,75.15925902520563,75.1975221055325,75.14285714285714
60-69,1month,2020-05-10,91.42881420217817,91.36593208416147,91.41036101336084,91.42900328921598,91.44776883106931,91.4858454916435,91.42857142857143
60-69,1month,2020-05-17,98.07088692063792,98.01349286225579,98.05245094908531,98.07123656316634,98.09065915985073,98.12772730165001,98.07142857142857
60-69,1month,2020-05-24,96.71313287111776,96.65203803095113,96.69510259154598,96.7148672879839,96.73218752805926,96.77398593522055,96.71428571428572
60-69,1month,2020-05-31,86.71447169874276,86.65887604166429,86.69585259577251,86.7147986617491,86.73262379315963,86.77478872496847,86.71428571428572
60-69,1month,2020-06-07,71.71542926399695,71.65473276104248,71.69789605424836,71.7161526729,71.73371069274205,71.77468749518975,71.71428571428571
60-69,1month,2020-06-14,70.49750965184683,70.4404934555476,70.4793990468947,70.49752328886015,70.5163605775111,70.55555458254766,70.5
60-69,1month,2020-06-21,74.92748581268536,74.86429476472264,74.9090925343962,74.92829120721638,74.94619017861265,74.99065508029139,74.92857142857143
60-69,1month,2020-06-28,68.71463454889549,68.65300189871162,68.69821527220031,68.71641885511404,68.73347588074918,68.76703127769845,68.71428571428571
60-69,1month,2020-07-05,66.2852129778016,66.22415798561731,66.26710996509318,66.28567777282697,66.30389176567107,66.34276401338293,66.28571428571429
60-69,1month,2020-07-12,59.501204302555564,59.44835991339701,59.482047449469945,59.50091924840228,59.51906033475048,59.55867786764786,59.5
60-69,1month,2020-07-19,53.78613342831366,53.7278188023835,53.768385219533165,53.786155425172694,53.804196775359664,53.84185588739773,53.785714285714285
60-69,1month,2020-07-26,56.07191184827942,56.01751706788996,56.05348481738447,56.07171951485203,56.08924815049775,56.12958291129558,56.07142857142857
60-69,1month,2020-08-02,55.35758031802222,55.29744959035362,55.3408786857061,55.35874158562105,55.37486534830211,55.41370201764752,55.35714285714286
60-69,1month,2020-08-09,44.571538955855424,44.511702513253205,44.55351023916821,44.57081175586663,44.59096093609934,44.62573125254952,44.57142857142857
60-69,1month,2020-08-16,36.21432274297031,36.16144132472668,36.196669528803184,36.2136785383291,36.231864916308965,36.26701034392852,36.214285714285715
60-69,1month,2020-08-23,38.57029659047447,38.51469618441442,38.5528449793271,38.569600603065794,38.58802454644209,38.62949363595435,38.57142857142857
60-69,1month,2020-08-30,41.71391886959091,41.656245475383606,41.69559276991019,41.715188882056715,41.7329393914616,41.76962473185083,41.714285714285715
60-69,1month,2020-09-06,38.35746314631066,38.3032213137243,38.33892075322284,38.35612479055817,38.376127266552984,38.41568974237893,38.35714285714286
60-69,1month,2020-09-13,28.50017723328637,28.441134877402252,28.48133730497389,28.49994031734469,28.518460574235608,28.55616886791432,28.5
60-69,1month,2020-09-20,25.714927133741444,25.657147296422593,25.695493968458244,25.7140583031987,25.732943110552476,25.78133043816273,25.714285714285715
