agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,4.803234710569198e-4,-0.03150291651073484,-0.007403770776618595,1.4627932432041625e-4,0.007537878313937796,0.0384924466410653,0
60-69,1month,2020-02-09,-3.78274218382068e-4,-0.028745592072399104,-0.007715051860310244,-4.779391272651808e-4,0.006830984563685048,0.026709493785250598,0
60-69,1month,2020-02-16,6.658330374111179e-4,-0.034907527986898675,-0.0068769020649845445,2.1958550952073767e-4,0.007039375880124368,0.03507065494306801,0
60-69,1month,2020-02-23,2.3082933430970272e-4,-0.034163905707028784,-0.007359221714481344,-5.3902852064433536e-5,0.00738610699255542,0.0375131717311668,0
60-69,1month,2020-03-01,0.4281925245583413,0.3969525200888285,0.4215334291252923,0.42859877816239966,0.4352753334340139,0.4601970652414977,0.42857142857142855
60-69,1month,2020-03-08,0.5707869603682398,0.5385737722116162,0.5635843481895153,0.5711422929436958,0.578451174472273,0.600085259253193,0.5714285714285714
60-69,1month,2020-03-15,2.500100241149037,2.4687389963177977,2.4930948304984066,2.500297971203948,2.506650509108152,2.529123418536047,2.5
60-69,1month,2020-03-22,5.071476704807704,5.039884449481937,5.064408454970181,5.071109915679476,5.0787226814687765,5.101935153089262,5.071428571428571
60-69,1month,2020-03-29,5.928360019409782,5.899621410215612,5.92116493682145,5.9285188475236374,5.936147364861924,5.9572728020481,5.928571428571429
60-69,1month,2020-04-05,5.35737388415813,5.327699878036703,5.350224664399504,5.357705044767952,5.3647161446471054,5.389678012111269,5.357142857142857
60-69,1month,2020-04-12,4.856859740815283,4.827061491481156,4.849318463728972,4.857385141732503,4.863944283535461,4.889255226480938,4.857142857142858
60-69,1month,2020-04-19,9.643442153573236,9.613559215398078,9.635712760862784,9.64344372663382,9.650416626349278,9.678756414138068,9.642857142857142
60-69,1month,2020-04-26,18.142292774458426,18.11222002247621,18.1352304672902,18.142470952916504,18.149553087342653,18.171472447028272,18.142857142857142
60-69,1month,2020-05-03,30.642800739781425,30.610121568068667,30.635294435166227,30.6425022051029,30.650273619826237,30.674492186577382,30.642857142857142
