agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,8.37350718408775e-4,-0.025517505929025193,-0.006874346810410806,0.0010461159963750756,0.007989519372147988,0.029806763804110854,0
60-69,1month,2020-02-09,4.344386936160314e-4,-0.027561311323509995,-0.0074952789447531405,0.0014595598380286441,0.007749322426678428,0.02885169198715468,0
60-69,1month,2020-02-16,-2.0490569515513215e-4,-0.03127978539851802,-0.007537221200994623,7.750738022471769e-5,0.007188467632124083,0.029529908145685606,0
60-69,1month,2020-02-23,2.839185383374688e-4,-0.026813723309802962,-0.0073439103939389756,1.693432512005998e-4,0.007856905409244934,0.030072738479547913,0
60-69,1month,2020-03-01,3.536229110046483e-5,-0.028879700379887543,-0.007295666250661576,1.8822055240129908e-4,0.007332358447390863,0.02511689535211359,0
60-69,1month,2020-03-08,-2.892498151690404e-4,-0.028342051234247587,-0.007412812099230934,-5.44675605959219e-4,0.006711879535423959,0.029430172376784733,0
60-69,1month,2020-03-15,0.21441168504492697,0.18718056943450692,0.20717244821261732,0.2144794587888712,0.22159272228225418,0.24159535910121693,0.21428571428571427
60-69,1month,2020-03-22,1.2855390424882513,1.2572128691891522,1.278326385328392,1.2856436467455783,1.2928569558577794,1.3123641512726771,1.2857142857142856
60-69,1month,2020-03-29,2.7860948899913263,2.7602599600261444,2.778559400489553,2.786024001358605,2.792965507674265,2.8162192104362735,2.7857142857142856
60-69,1month,2020-04-05,2.713653759512473,2.683235238026588,2.7069914276268427,2.713390549655675,2.7204821784658035,2.7410043852324275,2.7142857142857144
60-69,1month,2020-04-12,2.7848211470858075,2.755770524326642,2.777784615858689,2.7849800312343405,2.7920352135421176,2.812668036129672,2.7857142857142856
60-69,1month,2020-04-19,3.2142663610473745,3.1857115331798154,3.207427312179288,3.2140728045431852,3.221511826413562,3.2414574045540814,3.2142857142857144
60-69,1month,2020-04-26,5.071446507489443,5.04296610801244,5.064365116272226,5.071459938739007,5.078077557377286,5.100538172685134,5.071428571428571
60-69,1month,2020-05-03,10.85766414689442,10.82708362161072,10.850805539116461,10.857578495823791,10.865367569302741,10.886432197874855,10.857142857142858
60-69,1month,2020-05-10,23.214665240316236,23.18645093461778,23.207157512542285,23.214154230346715,23.2220075625304,23.2459544080175,23.214285714285715
60-69,1month,2020-05-17,30.92856805856905,30.902448933806756,30.921351264422896,30.928603593338032,30.93547039200562,30.95445934472672,30.92857142857143
60-69,1month,2020-05-24,34.99990066858796,34.97023492166301,34.9932447510362,35.000558387809924,35.007307777181936,35.024979464136536,35
60-69,1month,2020-05-31,43.28567981144326,43.25644532542625,43.278414394706736,43.28584973513385,43.29283627582564,43.313975875858944,43.285714285714285
60-69,1month,2020-06-07,52.92945749142861,52.901646673975584,52.92184273401589,52.92870723364164,52.936141630027386,52.95982152592699,52.92857142857142
60-69,1month,2020-06-14,73.78599463975492,73.76117968534513,73.77914801538859,73.78580130893101,73.79307357077923,73.81148640187641,73.78571428571429
60-69,1month,2020-06-21,79.28574168538998,79.2544497981341,79.27848228562661,79.28567892406102,79.29336445905403,79.31324291993334,79.28571428571429
60-69,1month,2020-06-28,76.14333887507097,76.11848974687045,76.13634710166416,76.14328699272981,76.15012885341689,76.17239219161685,76.14285714285714
60-69,1month,2020-07-05,83.71496297087208,83.68979944345278,83.70785029361355,83.71468158646712,83.7212994464123,83.74515323869123,83.71428571428571
60-69,1month,2020-07-12,86.21407600882912,86.18561798832604,86.20676696617137,86.21375724486674,86.220446746387,86.24171599255651,86.21428571428572
60-69,1month,2020-07-19,75.07148292622641,75.04367061980022,75.06409385940313,75.07160707167608,75.07862135664436,75.09806421277328,75.07142857142857
60-69,1month,2020-07-26,52.357261480010024,52.33111574379511,52.34959912964214,52.35765323823858,52.364247565682234,52.38540335922339,52.357142857142854
60-69,1month,2020-08-02,35.143473233162396,35.11674256138044,35.136222643778126,35.143240698977536,35.15028510215211,35.173452305148295,35.142857142857146
60-69,1month,2020-08-09,28.07087800923807,28.042620975582693,28.063951455887807,28.071313605343285,28.078725116582397,28.09970805376119,28.07142857142857
60-69,1month,2020-08-16,23.500502269625148,23.474944486846425,23.493296815414528,23.50029636793646,23.507363077211828,23.52844548614399,23.5
60-69,1month,2020-08-23,19.42913018726463,19.400731526916726,19.421501096483894,19.429061397036342,19.436725960403905,19.45814419999686,19.428571428571427
60-69,1month,2020-08-30,20.427793160060844,20.397924226115464,20.42095840768674,20.427633352225847,20.435189983821612,20.456206156868475,20.428571428571427
60-69,1month,2020-09-06,18.286086112636156,18.260173149226866,18.27840659499799,18.28590586737959,18.29341000206123,18.315140358827303,18.285714285714285
60-69,1month,2020-09-13,14.214833375505986,14.187343376243867,14.207022794777894,14.213984193276215,14.222235271829,14.247366668409605,14.214285714285715
60-69,1month,2020-09-20,16.071105946627068,16.045380555789684,16.06370942620974,16.070952974464504,16.078867687917835,16.09750161427893,16.07142857142857
60-69,1month,2020-09-27,14.642311093453772,14.614459785472691,14.635664963136062,14.642191117427544,14.649439392556548,14.670041185531076,14.642857142857142
60-69,1month,2020-10-04,16.357223881896903,16.32777235598424,16.34975646754673,16.357410169141488,16.36450804382042,16.38422799233566,16.357142857142858
60-69,1month,2020-10-11,22.142931151353224,22.113071927908422,22.13602693338348,22.143047007296083,22.14960910246573,22.16961974019168,22.142857142857142
60-69,1month,2020-10-18,20.285155609725475,20.25613933642574,20.27804201619492,20.28553577546255,20.293077302781327,20.312154964446744,20.285714285714285
60-69,1month,2020-10-25,19.215240541487756,19.186200301429658,19.20800877725941,19.21531384458028,19.22233371485411,19.24095455205888,19.214285714285715
60-69,1month,2020-11-01,20.857544537364415,20.829356256939587,20.849953979415318,20.857210558181706,20.864590383719055,20.889955019396957,20.857142857142858
60-69,1month,2020-11-08,19.28505998528098,19.254808629042305,19.278247772775,19.28555638309768,19.292766288006803,19.31090296870498,19.285714285714285
60-69,1month,2020-11-15,23.64250904798955,23.614444698340137,23.635572889542857,23.64275054030793,23.649702266963892,23.66754955110162,23.642857142857142
60-69,1month,2020-11-22,28.000002407246996,27.973618718037226,27.992874827787485,27.99998737627105,28.006994797781132,28.02587852164613,28
60-69,1month,2020-11-29,31.21458218722156,31.189520821680617,31.207920233756163,31.214262285752667,31.221476112232672,31.24128869190693,31.214285714285715
