agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,3.057583278956883e-4,-0.02618573461559607,-0.006959434202783022,2.3147356557096034e-4,0.00747608252310316,0.03199011334162302,0
60-69,1month,2020-02-09,-3.455559933073501e-4,-0.02848397824170085,-0.006606537897191386,1.1523147042279158e-4,0.00722057904158762,0.027108735057990937,0
60-69,1month,2020-02-16,-5.758281293123099e-4,-0.027611256281178796,-0.007752106046970053,-9.150756762135353e-4,0.005992083196893084,0.028833549310866062,0
60-69,1month,2020-02-23,1.5937109983116015e-5,-0.029358474229552463,-0.007237111987894242,-2.2474682388729861e-4,0.0067000856836252854,0.03254439070578942,0
60-69,1month,2020-03-01,-4.2730152010285136e-5,-0.033619234755482875,-0.007448368728764236,2.629794905783893e-4,0.007338028797676472,0.028077139336113683,0
60-69,1month,2020-03-08,4.3022236869029554e-4,-0.028179246090405886,-0.006199673474620944,-3.034247009179883e-4,0.007241448715963127,0.03304938890722228,0
60-69,1month,2020-03-15,-4.465026407996891e-4,-0.030434092899246,-0.007661886892126175,-7.474132399050724e-5,0.007019670136870421,0.029579593341419064,0
60-69,1month,2020-03-22,-7.791984818219116e-4,-0.029122704179567,-0.007696161702651388,-6.612044058006342e-4,0.0064081129230744846,0.02688045860247118,0
60-69,1month,2020-03-29,0.35724920092049534,0.33242170496028356,0.35016293110257907,0.357218708554097,0.36365712209742285,0.3870270223903685,0.3571428571428571
60-69,1month,2020-04-05,8.500557042349008,8.474025108340918,8.49342572451281,8.500820356828493,8.507207011831873,8.530589592930422,8.5
60-69,1month,2020-04-12,38.785401271294994,38.756334763399735,38.778689638831715,38.78588767313494,38.79203634895733,38.8117089779772,38.785714285714285
60-69,1month,2020-04-19,84.57120267517493,84.54068263705585,84.56413893325278,84.57133164060073,84.57793439636274,84.60144448421568,84.57142857142857
60-69,1month,2020-04-26,122.14259441273032,122.11009960208416,122.13573042338295,122.14335359288083,122.1501136874883,122.17012422305042,122.14285714285714
60-69,1month,2020-05-03,136.99995983184144,136.9718446450916,136.99279408274577,136.99935145072183,137.00673889814118,137.02976930936626,137
60-69,1month,2020-05-10,127.00040733220064,126.96844190513325,126.99416526517346,127.0004104347425,127.00768149054184,127.02951254147979,127
60-69,1month,2020-05-17,102.42888779535365,102.40185251843879,102.42208832227684,102.42878707730391,102.43590372864509,102.45848446476796,102.42857142857143
60-69,1month,2020-05-24,76.5712223430735,76.54183739833441,76.56383863381681,76.57154772760587,76.5782564034188,76.59894612314753,76.57142857142857
60-69,1month,2020-05-31,55.85771642435623,55.829057059025565,55.85013294880761,55.857681379474045,55.864763814666404,55.887471946655765,55.857142857142854
60-69,1month,2020-06-07,43.92828582947165,43.90339702180478,43.9210708785556,43.92809232566519,43.93498658032999,43.957743553752465,43.92857142857143
60-69,1month,2020-06-14,34.42840178358164,34.40271178519026,34.42144948409602,34.428808544499056,34.43502487816445,34.45350748434411,34.42857142857143
60-69,1month,2020-06-21,23.785488455228958,23.756856527942787,23.778589157202322,23.78539966479021,23.792024991287768,23.81838247391025,23.785714285714285
60-69,1month,2020-06-28,18.142948698295946,18.113768948623274,18.13606033047643,18.142861169567713,18.150158741382075,18.170616229640974,18.142857142857142
60-69,1month,2020-07-05,17.284369332211224,17.256675167173373,17.277128737695143,17.284500457695138,17.291517076973108,17.31226981180747,17.285714285714285
60-69,1month,2020-07-12,18.713698156346055,18.68669297303796,18.706628020305278,18.71372196317775,18.720558953565565,18.74330508962863,18.714285714285715
60-69,1month,2020-07-19,17.35753847203242,17.33203015634215,17.349622369423983,17.356595598978153,17.36418325860993,17.386950239384213,17.357142857142858
60-69,1month,2020-07-26,13.714686011927576,13.683744635134024,13.707644295470438,13.714640234794807,13.721790196778223,13.7438969331083,13.714285714285714
60-69,1month,2020-08-02,14.428723669869676,14.402711937932915,14.421156124018617,14.428685394432744,14.435608929567628,14.455732849875043,14.428571428571429
60-69,1month,2020-08-09,15.356706480315665,15.32528208075623,15.350185255345966,15.357168728232676,15.363442682240922,15.383425163856916,15.357142857142858
60-69,1month,2020-08-16,12.285345639054102,12.256079959031847,12.279056627307106,12.285920342285138,12.29231970177478,12.312621397265264,12.285714285714286
60-69,1month,2020-08-23,13.928223702745752,13.8966600431345,13.921310329931622,13.928124116359916,13.935384200823421,13.956039023333641,13.928571428571429
60-69,1month,2020-08-30,19.785827194541785,19.756562685811033,19.779179645694178,19.785928828032393,19.792708684443422,19.81381466211124,19.785714285714285
60-69,1month,2020-09-06,17.07121763673713,17.038386529344617,17.065033803738697,17.07128411849405,17.077953634274056,17.099396133703177,17.07142857142857
60-69,1month,2020-09-13,12.643433959767133,12.614370842442648,12.636615528663045,12.643295253263377,12.65032914245735,12.674687105820848,12.642857142857142
60-69,1month,2020-09-20,13.785594334803635,13.756605316326521,13.778403582023492,13.785625655257213,13.793276289618033,13.815844862871373,13.785714285714286
60-69,1month,2020-09-27,13.856849277062189,13.82801958482405,13.849983548476377,13.856867349018916,13.863321680300414,13.886901165030347,13.857142857142858
60-69,1month,2020-10-04,15.071874951314308,15.046646845912546,15.065505027159915,15.072031521683328,15.078270127125846,15.097845173977532,15.071428571428571
60-69,1month,2020-10-11,15.42857200293535,15.399020146501512,15.42153488912231,15.428986535057787,15.43548080966376,15.453489545564285,15.428571428571429
60-69,1month,2020-10-18,16.92854781923998,16.900139523887795,16.92181016878169,16.928470362116734,16.93527767580428,16.9555300449902,16.928571428571427
60-69,1month,2020-10-25,21.142994265093154,21.114258469801534,21.136402008597287,21.142880876788773,21.149734544139797,21.17262669558184,21.142857142857142
60-69,1month,2020-11-01,21.643505101428346,21.617786666130634,21.63633546884657,21.64312177634588,21.650184957620997,21.673989136486917,21.642857142857142
60-69,1month,2020-11-08,17.64283045468331,17.61705015508121,17.635918865300894,17.64270378010535,17.649426854507013,17.667763350862003,17.642857142857142
60-69,1month,2020-11-15,13.285845660810814,13.2605400226133,13.278715820491197,13.285474199902946,13.29268721262318,13.315766028621466,13.285714285714286
60-69,1month,2020-11-22,13.642717600954773,13.613917590881622,13.63564970484874,13.64277758210762,13.649403823039036,13.672790793176942,13.642857142857142
60-69,1month,2020-11-29,21.571732590442704,21.54234941510508,21.56530542585041,21.57162991212973,21.578407953164582,21.602398693772294,21.571428571428573
60-69,1month,2020-12-06,23.643144851637135,23.613753261743145,23.63615523953505,23.643048942813728,23.649696346272513,23.673324269075355,23.642857142857142
60-69,1month,2020-12-13,16.643114985778592,16.61472386794002,16.636258922730825,16.642820854166114,16.64949624675286,16.67351299932043,16.642857142857142
60-69,1month,2020-12-20,16.214392028424335,16.186018238950144,16.207260162153787,16.213935088094534,16.220749540996273,16.243690257568037,16.214285714285715
60-69,1month,2020-12-27,30.071855174980957,30.040059676865887,30.06447557933639,30.07162937103037,30.078560996429673,30.105502600525504,30.071428571428573
60-69,1month,2021-01-03,67.42891362288071,67.40039395496913,67.42202085110908,67.42856453748888,67.435906354302,67.45986408079878,67.42857142857143
60-69,1month,2021-01-10,146.3573769890802,146.32561939460254,146.3505416106685,146.3578247878104,146.36408717540724,146.38412554590352,146.35714285714286
60-69,1month,2021-01-17,229.7078110559496,229.67871750891555,229.7010393902806,229.70809687667227,229.7152486571411,229.73433385387688,229.71428571428572
60-69,1month,2021-01-24,247.75059849448573,247.71516791845823,247.7393823465454,247.750609831261,247.7626679258869,247.78551965860657,247.78571428571428
60-69,1month,2021-01-31,224.48033257371017,223.8712987316861,224.26249316773692,224.48674928150805,224.69008857406354,225.02945015954478,225.28571428571428
