agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,4.672431032172054e-4,-0.03264629385918682,-0.007002817223733777,9.200922194921326e-5,0.007721097862184419,0.031039648978763636,0
60-69,1month,2020-02-09,6.912488314482243e-5,-0.02967827390563048,-0.007763056804211889,-3.509631229053828e-4,0.006903366284236697,0.03236176324018867,0
60-69,1month,2020-02-16,8.564683731970157e-4,-0.02843532027893838,-0.007557504817364905,6.946822996565648e-4,0.008173516325293794,0.0342179118802558,0
60-69,1month,2020-02-23,2.2718400580859824e-4,-0.029023864772870125,-0.007328738472481242,-8.479008695575234e-5,0.007454204937974881,0.03190828207148589,0
60-69,1month,2020-03-01,1.0337607846084147e-4,-0.029118855021345584,-0.007491864754866613,1.0012427968144819e-4,0.007293075133657791,0.03142545215298643,0
60-69,1month,2020-03-08,3.60938111634165e-4,-0.030327359154509632,-0.007297462834157921,2.112766985130027e-4,0.007710054205222324,0.03378099758815733,0
60-69,1month,2020-03-15,2.0996810067201215e-5,-0.028598937628951396,-0.007576237698876968,-1.6042124837585678e-4,0.007428081240961559,0.030948066265493294,0
60-69,1month,2020-03-22,5.349281607391412e-4,-0.030546813134587486,-0.006788057650845242,5.378196804639322e-4,0.008153660942067317,0.030703672884009724,0
60-69,1month,2020-03-29,0.42813591198950185,0.3974349679790203,0.42146297107321873,0.4282337640468159,0.43524574596356164,0.4568380407955076,0.42857142857142855
60-69,1month,2020-04-05,1.4290849411581017,1.390735945723346,1.421515309230983,1.4287829629002684,1.4359767569162392,1.467597680158436,1.4285714285714284
60-69,1month,2020-04-12,1.0722304395029516,1.042421381191288,1.0647406510295034,1.0720034154045894,1.0791718952232738,1.1054615727711379,1.0714285714285714
60-69,1month,2020-04-19,0.07206548611776181,0.042094418414350465,0.06441601571550612,0.07154586762935186,0.07886020413775152,0.10546788737398942,0.07142857142857142
60-69,1month,2020-04-26,0.28574440099083975,0.25644330935649684,0.27823527037650714,0.28543836163464936,0.29301336688873236,0.3161358586367153,0.2857142857142857
60-69,1month,2020-05-03,1.78562944498707,1.7506858169259658,1.7787955889830591,1.7860637468953549,1.7927868362272514,1.8174608700728234,1.7857142857142856
60-69,1month,2020-05-10,4.713991918523056,4.683717608020873,4.707051532428353,4.714154210030907,4.7214090922510685,4.741573540459346,4.714285714285714
60-69,1month,2020-05-17,7.285306205471868,7.252423693182476,7.278107727402903,7.2853185772257305,7.293216791932139,7.3166273352261335,7.285714285714286
60-69,1month,2020-05-24,10.214313507612442,10.18528121186329,10.20679571021159,10.214151564921611,10.221781646884626,10.244308877397451,10.214285714285715
60-69,1month,2020-05-31,16.28610352394982,16.254821763957054,16.279228811658356,16.286243678393568,16.292931166435306,16.317750533276964,16.285714285714285
60-69,1month,2020-06-07,25.285936112899872,25.25380247510959,25.278244521978003,25.286073247735125,25.293523403309013,25.321187084030555,25.285714285714285
60-69,1month,2020-06-14,27.000182582478793,26.97178950269935,26.992938455512032,27.00025693869608,27.00711572954055,27.029553276395205,27
60-69,1month,2020-06-21,27.999840679680243,27.969485204345492,27.99304265952718,28.000200173414555,28.006839219654218,28.025649248984287,28
60-69,1month,2020-06-28,34.00064723488022,33.97059217534734,33.992404804974036,34.00025903010396,34.0081962543224,34.030982674287586,34
60-69,1month,2020-07-05,41.78686498996892,41.758544494644745,41.779097470480735,41.7863246962626,41.79322610244985,41.82060950438312,41.785714285714285
