agegroup,type,week,mean,q025,q25,q50,q75,q975,cases
60-69,1month,2020-02-02,-6.879804157690878e-4,-0.036163790510499116,-0.007896182156750083,-8.188855663495777e-4,0.00689649045462455,0.030240394650080576,0
60-69,1month,2020-02-09,6.597517665418355e-5,-0.03295499138122587,-0.007815958041110436,4.0107959213399867e-4,0.008105787985864265,0.031367175173788675,0
60-69,1month,2020-02-16,-3.750426642838755e-4,-0.031070929648703262,-0.007907968425387372,-3.2884738586951164e-4,0.006534335999232509,0.03412859104438192,0
60-69,1month,2020-02-23,0.5714721388243172,0.53763217712571,0.5642954375623453,0.5712130056509823,0.5791515998028255,0.6053037178284588,0.5714285714285714
60-69,1month,2020-03-01,2.1431528449084416,2.1079748582597873,2.1357427360419483,2.143401974586096,2.1502545137366402,2.17552475993572,2.142857142857143
60-69,1month,2020-03-08,2.3571850565083374,2.3285343352021886,2.349258124647435,2.3566958986607016,2.3646553910553108,2.3893482159434454,2.357142857142857
60-69,1month,2020-03-15,3.356739482661147,3.323798990867155,3.3497580212615095,3.3569512749055397,3.3644183091396163,3.3901527547343613,3.357142857142857
60-69,1month,2020-03-22,7.2861004657397785,7.2566951662405685,7.278867074337834,7.285822678152016,7.2937327961080465,7.316942550754377,7.285714285714286
60-69,1month,2020-03-29,15.428573927747472,15.394575387920872,15.420964396386234,15.428204376186756,15.43578807093646,15.463630181350089,15.428571428571429
60-69,1month,2020-04-05,35.57146560650373,35.53777697173218,35.56373964957788,35.57117865092934,35.5791245997829,35.60246211516232,35.57142857142857
60-69,1month,2020-04-12,75.21425151470777,75.18388017950932,75.20690190924995,75.21460812694052,75.22159755913366,75.24475272202483,75.21428571428571
60-69,1month,2020-04-19,114.50027696095019,114.4691717017703,114.49292630866006,114.50014521179287,114.50798071034416,114.53295669531602,114.5
60-69,1month,2020-04-26,134.42794313165416,134.39382273563217,134.4207825147563,134.42809252337668,134.43538333983918,134.46011324496718,134.42857142857142
60-69,1month,2020-05-03,151.28569925860083,151.2503644089206,151.2781748073921,151.28537998678343,151.29339362473593,151.31513082390194,151.28571428571428
60-69,1month,2020-05-10,146.50052127587227,146.46826601635627,146.49320880962628,146.50061496046095,146.50751656357798,146.53496788498765,146.5
60-69,1month,2020-05-17,117.9282285558892,117.8958601282697,117.92095482587375,117.92807358422732,117.93526283192676,117.96154431106552,117.92857142857143
60-69,1month,2020-05-24,91.92717635497897,91.88971778211616,91.92053874443918,91.92823475035148,91.93544087578546,91.95678068605534,91.92857142857143
60-69,1month,2020-05-31,69.85683576702374,69.82573473084912,69.84966673796237,69.85697602186747,69.86424888225069,69.88867250039016,69.85714285714286
60-69,1month,2020-06-07,59.07089492358324,59.031510471182706,59.06365250965055,59.07107635818455,59.079121758449425,59.10250663370099,59.07142857142857
60-69,1month,2020-06-14,62.071541131128335,62.0363471285029,62.06454779379928,62.07145552771381,62.07902133288933,62.10197554733759,62.07142857142857
60-69,1month,2020-06-21,60.64325856516996,60.61153109781866,60.63603813491844,60.6429343437877,60.65018836194821,60.67934369972371,60.642857142857146
60-69,1month,2020-06-28,51.07146433180205,51.04293864466412,51.064168851984604,51.07149352521482,51.079158632171364,51.09968035589759,51.07142857142857
60-69,1month,2020-07-05,44.928430250382874,44.90119173371191,44.920897145752456,44.9284161097556,44.93504254827781,44.962213465367526,44.92857142857143
60-69,1month,2020-07-12,36.285502534478844,36.250560132633076,36.278225606416534,36.285926523256435,36.292876634619816,36.314824224237704,36.285714285714285
60-69,1month,2020-07-19,26.643746061301957,26.612380773747226,26.636507004227198,26.643721249659663,26.65102921664377,26.675240627788206,26.642857142857142
60-69,1month,2020-07-26,21.85735839937251,21.826899601222948,21.849141697695764,21.857257231360748,21.864849527186927,21.88715766422792,21.857142857142858
60-69,1month,2020-08-02,23.42859783248872,23.398408513384915,23.421080411967818,23.429009202607418,23.436309808455192,23.459635540411778,23.428571428571427
60-69,1month,2020-08-09,26.357111811564028,26.325137797248882,26.349782448039676,26.357267342606505,26.36518385438064,26.39185539812956,26.357142857142858
60-69,1month,2020-08-16,22.571635270797245,22.539784434646293,22.56415694866387,22.5713160069214,22.578599762459614,22.608855756182336,22.57142857142857
60-69,1month,2020-08-23,16.142593483430467,16.106792119565895,16.13493343662256,16.14252780950859,16.14957087624601,16.17984015972434,16.142857142857142
60-69,1month,2020-08-30,18.286328939432078,18.25251621676249,18.27902638506038,18.28584317225862,18.293591025633763,18.320740001625577,18.285714285714285
60-69,1month,2020-09-06,21.57064077069429,21.540548066827245,21.563881567111533,21.570785896816545,21.577689268668806,21.603971178917558,21.571428571428573
60-69,1month,2020-09-13,17.070983351551035,17.04004105138769,17.06361262802767,17.070757586224715,17.07882477529511,17.1005005610843,17.071428571428573
60-69,1month,2020-09-20,11.92907832758021,11.899900378783213,11.921566047760495,11.928753348715304,11.936123664301443,11.958967578208254,11.928571428571429
60-69,1month,2020-09-27,8.928343513153305,8.894563886865665,8.920678605415342,8.928345277770985,8.935767012426599,8.96094025581143,8.928571428571429
60-69,1month,2020-10-04,7.572343264034198,7.542328307318181,7.564808542777168,7.57185053321046,7.578940189224589,7.609955831452699,7.571428571428571
60-69,1month,2020-10-11,6.714013464278887,6.678853703938631,6.7068018692575055,6.714084416571479,6.721921595975843,6.747669422860599,6.7142857142857135
60-69,1month,2020-10-18,6.713760946485502,6.680906631783258,6.706689138581085,6.713575441334983,6.72149825173749,6.744866565016929,6.714285714285714
60-69,1month,2020-10-25,7.071357577114065,7.040965178348912,7.063839806015143,7.071009239588307,7.078484038659168,7.102994377900576,7.071428571428571
60-69,1month,2020-11-01,10.784999943353847,10.747729910356636,10.777712102806966,10.785288618857738,10.793200804702447,10.816124975498253,10.785714285714285
60-69,1month,2020-11-08,12.714013609418778,12.680296026874096,12.707043916066615,12.71388799386912,12.721850264358915,12.743207425576706,12.714285714285715
60-69,1month,2020-11-15,12.50038194703647,12.46546384115458,12.492584574290905,12.50004386750779,12.508324431495366,12.532741556703927,12.5
60-69,1month,2020-11-22,13.143578229800623,13.111390290466892,13.135712381327746,13.14357368920769,13.151354626592642,13.176426224360284,13.142857142857142
60-69,1month,2020-11-29,16.428495211410112,16.395003492647415,16.420890469444,16.42815876434628,16.434938790953236,16.46040501055014,16.42857142857143
60-69,1month,2020-12-06,17.785684122195928,17.750861637305388,17.778350538159707,17.785927572537247,17.793495092891025,17.822870421169597,17.785714285714285
60-69,1month,2020-12-13,14.357197381138832,14.323053200624445,14.349554579982788,14.356823574487453,14.364402641188684,14.392705720779347,14.357142857142858
60-69,1month,2020-12-20,13.571746469066087,13.543314350807277,13.563494279395297,13.570976128634978,13.57866113723848,13.607401510766895,13.571428571428571
60-69,1month,2020-12-27,16.143382108421548,16.11123734095028,16.135721509112223,16.14336026086708,16.15069883130952,16.18145200687479,16.142857142857142
60-69,1month,2021-01-03,22.000394474013405,21.96103043652962,21.99241071536168,22.00019383392212,22.00832181994694,22.03440089021203,22
60-69,1month,2021-01-10,29.856735625989984,29.82186031278676,29.849268308095077,29.856914157926425,29.86416348760516,29.889159699606584,29.857142857142858
60-69,1month,2021-01-17,33.284161739420774,33.25226503907481,33.27644653434206,33.28404132074866,33.291217457403555,33.31883573170384,33.285714285714285
60-69,1month,2021-01-24,32.42684883953858,32.395402366234876,32.41856412879059,32.42638500653618,32.43413740750868,32.46016484276497,32.42857142857143
60-69,1month,2021-01-31,46.62836665003532,46.583568659556654,46.61442835830523,46.62883233297195,46.64283502095936,46.674201075933325,46.714285714285715
60-69,1month,2021-02-07,69.20694822635262,69.0542193733539,69.15618783238097,69.20894051179476,69.25439478260822,69.34957073495538,69.57142857142857
60-69,1month,2021-02-14,83.8376748675226,83.5351530778745,83.7379500351801,83.84289172100054,83.93632218795238,84.11666734519933,84.57142857142857
60-69,1month,2021-02-21,95.96136443623926,95.52613849048244,95.81797226391919,95.9638264330651,96.0972112503886,96.36504065086444,97
60-69,1month,2021-02-28,123.94212488782813,123.48776122229896,123.78523846629352,123.94935176851715,124.09297936103209,124.38053441997478,125.07142857142857
60-69,1month,2021-03-07,156.67725573746802,156.2491680248275,156.53341107262085,156.68274809986286,156.81303333721593,157.07105921527773,157.71428571428572
60-69,1month,2021-03-14,164.26586701945575,163.9335493740071,164.15507065174899,164.27163970441677,164.37005228101577,164.5679491393661,165.07142857142858
60-69,1month,2021-03-21,145.8843630521004,145.53803970764608,145.77007018111567,145.8873647985178,145.98887139163935,146.20607553193068,146.71428571428572
60-69,1month,2021-03-28,132.67014195432395,132.30459969735548,132.54604621699525,132.6758968114375,132.78628983196575,133.01776034013525,133.57142857142856
60-69,1month,2021-04-04,133.82530239741095,133.01940710208635,133.55694996726334,133.83572021891527,134.07213161950853,134.6059198015525,135.78571428571428
60-69,1month,2021-04-11,137.72856596001589,134.84349408554615,136.75729501254165,137.78004422651048,138.6068444012598,140.52903476147063,144.78571428571428
60-69,1month,2021-04-18,124.04812766580892,115.96845765569049,121.331345825716,124.15882951531924,126.52351264762224,132.00210234457197,143.78571428571428
60-69,1month,2021-04-25,89.58904127432264,74.55508906454736,84.54431814419442,89.8059464366224,94.27027266461596,104.4106925736826,126.42857142857143
60-69,1month,2021-05-02,73.26702135028877,53.508404725914176,66.5395135402785,73.47843989491398,79.54831709126391,92.80243224578501,121.92857142857143
60-69,1month,2021-05-09,64.19355267967488,42.84354903975606,56.985001292041005,64.34610381237172,70.92052046196812,85.39991465002515,116.71428571428571
60-69,1month,2021-05-16,53.385517642998664,32.83704540054964,46.539237117565676,53.52434249236876,59.732591172101735,73.7382085573051,103.28571428571429
60-69,1month,2021-05-23,57.87469103340694,44.568377887348646,53.57250746749453,57.92476787084142,61.97131842846955,70.98050469542527,89.28571428571428
60-69,1month,2021-05-30,60.200393901940416,52.51972913830564,57.68350818126762,60.170418395937524,62.68047223403233,67.81032121459714,77.64285714285714
60-69,1month,2021-06-06,63.71036155986692,57.17893389394191,61.38229226486703,63.70001048623823,65.8725831226038,70.57170305468551,73.64285714285714
60-69,1month,2021-06-13,60.177910063390456,49.51853367743923,56.63571948875832,60.08956700560371,63.78518449331716,70.83556882058413,65
60-69,1month,2021-06-20,53.544388534936964,34.78971899511523,47.428829295168384,53.47600927674942,59.80147308772626,71.65537653943096,56.85714285714286
60-69,1month,2021-06-27,50.351441431941986,15.85494696011313,38.97264568654163,50.111788618795075,61.69826625796697,83.35694513789282,54.57142857142857
60-69,1month,2021-07-04,42.965214287729054,-23.772471036236453,21.301073117186093,42.768040762839256,65.02512151205576,107.00561028003148,49.57142857142857
60-69,1month,2021-07-11,32.79062741074356,-52.380617601235826,5.341536756823439,32.406884608514176,60.96141780739238,114.45328886466864,40.5
60-69,1month,2021-07-18,23.6084141160226,-70.70314756123915,-6.7344662085389695,23.13861842515633,54.842725592854705,114.04303916121593,31.785714285714285
60-69,1month,2021-07-25,20.880334126681753,-52.51113013558448,-2.7848408673987,20.552808795846104,45.21380988257442,91.32433757089777,27.142857142857142
60-69,1month,2021-08-01,19.93098916648118,-31.055911133374437,3.454351641555646,19.804033245145106,36.86459206179795,68.91696937164605,24.285714285714285
60-69,1month,2021-08-08,13.906466235867144,-10.550326597900098,5.973537440237257,13.76697533052826,22.014165093346747,37.352940826614955,16
60-69,1month,2021-08-15,9.138528073731992,0.7495547205870488,6.469673588897894,9.10020450031121,11.866629332323399,17.090291997830036,9.857142857142858
60-69,1month,2021-08-22,10.421167465147679,5.477764098364715,8.864870414200565,10.37980176196045,12.019142015365114,15.022290823966802,10.857142857142858
60-69,1month,2021-08-29,7.958966613188793,5.929578425352174,7.3103246471072225,7.948722200264075,8.628669199883477,9.85242938341831,8.142857142857142
60-69,2month,2020-02-02,-9.768208824174171e-4,-0.03592685949603557,-0.008078110000978536,-4.851772207782329e-4,0.007084691796362854,0.03468613218470097,0
60-69,2month,2020-02-09,-2.479758014867338e-4,-0.030947028758766516,-0.007835186613592313,-5.966161465990512e-4,0.007580614168387766,0.029627959726499006,0
60-69,2month,2020-02-16,-4.3986557419066304e-5,-0.030835696635841688,-0.007536945491411014,1.6552944025185795e-4,0.007956018652132973,0.031921639049705984,0
60-69,2month,2020-02-23,0.5706381277553138,0.5389859070229166,0.5639484852828155,0.5711400888052163,0.5777296015588917,0.6018863132082153,0.5714285714285714
60-69,2month,2020-03-01,2.142833206624773,2.1077858814297095,2.1353507912374377,2.1429135155518866,2.150541491459752,2.176437512789552,2.142857142857143
60-69,2month,2020-03-08,2.356475788657,2.3250020749798286,2.348682627625524,2.3563441799076257,2.3647115911974703,2.3910518244388608,2.357142857142857
60-69,2month,2020-03-15,3.3564739108375803,3.324552239507679,3.3490364286812024,3.3572555795446894,3.3637847363560236,3.3886290414660554,3.357142857142857
60-69,2month,2020-03-22,7.285157468875681,7.253413860252023,7.277639722568249,7.28532266002142,7.292498469778602,7.31915558267282,7.285714285714286
60-69,2month,2020-03-29,15.428269718738568,15.395576929532593,15.420741820586407,15.428746918555937,15.435372373421227,15.463090014071996,15.428571428571429
60-69,2month,2020-04-05,35.570828644330156,35.53718550215909,35.56286149456777,35.57107968758568,35.579083004119994,35.602379820510635,35.57142857142857
60-69,2month,2020-04-12,75.21356467819587,75.17760057309435,75.20653914759339,75.21371649837548,75.22163408194669,75.24675346962835,75.21428571428571
60-69,2month,2020-04-19,114.50014937212889,114.46790625881498,114.49231126701078,114.50064375212332,114.50744873663814,114.53348849030944,114.5
60-69,2month,2020-04-26,134.42738075676465,134.3946873033072,134.4205391257986,134.42798658266824,134.43527489639752,134.45509915284435,134.42857142857142
60-69,2month,2020-05-03,151.28505651095574,151.24752356441644,151.27776806350292,151.28537401089648,151.29244558088325,151.31705298488973,151.28571428571428
60-69,2month,2020-05-10,146.5009550606204,146.4667102910471,146.49369944447204,146.50082883618427,146.50868091233178,146.5363216016134,146.5
60-69,2month,2020-05-17,117.92925228456741,117.89750051653317,117.92143284834852,117.92907476963046,117.9369594789028,117.96196688954264,117.92857142857143
60-69,2month,2020-05-24,91.92710689124242,91.89106843997718,91.92039820717478,91.92815305668523,91.9353836309554,91.95806470529165,91.92857142857143
60-69,2month,2020-05-31,69.85675003897057,69.82926271325604,69.84932578714628,69.85642887699399,69.8638950993162,69.88898262554991,69.85714285714286
60-69,2month,2020-06-07,59.071553851576844,59.03847977352608,59.06375460341481,59.07158933994704,59.078948346654215,59.10407621788979,59.07142857142857
60-69,2month,2020-06-14,62.070664404644376,62.042336064321724,62.06378896408988,62.07072587632303,62.07743758661041,62.10084416633937,62.07142857142857
60-69,2month,2020-06-21,60.64254812428518,60.60908944789405,60.63488708253147,60.642730008048815,60.650057539894235,60.67508941829489,60.642857142857146
60-69,2month,2020-06-28,51.07168997133797,51.041494218129436,51.06447291842503,51.07162360410356,51.07895837471808,51.101475525720346,51.07142857142857
60-69,2month,2020-07-05,44.927686988615314,44.89157770012555,44.9206978598787,44.92813118609905,44.93575363007485,44.9612417711842,44.92857142857143
60-69,2month,2020-07-12,36.28544463588509,36.24723103113687,36.277882557768905,36.28621916082608,36.293853033452685,36.320326847698624,36.285714285714285
60-69,2month,2020-07-19,26.64313253244849,26.610197260397275,26.636276022195908,26.643039133752747,26.651207653895042,26.673717912942706,26.642857142857142
60-69,2month,2020-07-26,21.85686147325503,21.82609283828507,21.849463755035224,21.85665533197639,21.863961311826785,21.88865763453889,21.857142857142858
60-69,2month,2020-08-02,23.4286776080677,23.393850522533146,23.420978422113862,23.42874546840622,23.436362047137134,23.465024873895363,23.428571428571427
60-69,2month,2020-08-09,26.35659698409374,26.325534403173968,26.349356532957753,26.35700511642177,26.36425955593724,26.38527208339485,26.357142857142858
60-69,2month,2020-08-16,22.571531467654676,22.541762728612536,22.56410269212726,22.57171940198009,22.57885599634692,22.60634938518588,22.57142857142857
