sample,agegroup,diff_cum
254,60-69,31705.786803926727
254,70-79,41132.95680759552
254,80+,47597.76385029003
255,50-59,4976.119660318768
255,60-69,31252.135780303302
255,70-79,41784.3373317522
255,80+,45775.77606380111
256,50-59,5105.475792978246
256,60-69,33266.87890621556
256,70-79,38893.836597911475
256,80+,46305.7403728753
257,50-59,5589.41146769668
257,60-69,31202.171769722983
257,70-79,41802.0022173559
257,80+,45380.94386714052
258,50-59,6543.468122996934
258,60-69,32175.640412581317
258,70-79,38768.29806514896
258,80+,43580.190768048335
259,50-59,5364.551607417561
259,60-69,31698.59696634332
259,70-79,41353.545486918
259,80+,45881.412949359124
260,50-59,4578.511847875974
260,60-69,34090.24315297924
260,70-79,42119.00196442253
260,80+,46615.78915818335
261,50-59,6048.777883959493
261,60-69,35532.66007501776
261,70-79,41197.33398472176
261,80+,47182.838485990564
262,50-59,4522.528121377817
262,60-69,29781.4862449122
262,70-79,41171.260685902314
262,80+,44031.796055575534
263,50-59,4729.2751187197
263,60-69,33659.86062604878
263,70-79,40658.10832134929
263,80+,49781.631993250914
264,50-59,4389.353327514514
264,60-69,30513.65402378929
264,70-79,41226.62292518123
264,80+,46893.58101735886
265,50-59,4532.5347036596495
265,60-69,31272.73822537929
265,70-79,37820.9638167519
265,80+,47220.64774089803
266,50-59,5794.574860862069
266,60-69,34314.10643614515
266,70-79,40261.41174065749
266,80+,47134.57749204801
267,50-59,4531.6690184836825
267,60-69,29162.065312047
267,70-79,40068.161970004956
267,80+,47819.69450199175
268,50-59,3219.483269158887
268,60-69,31591.91993539696
268,70-79,42731.34593681665
268,80+,47531.419770833214
269,50-59,6053.219081199947
269,60-69,32849.69289106333
269,70-79,39839.77335687138
269,80+,45382.40786609384
270,50-59,3907.2740125832556
270,60-69,32106.72192983504
270,70-79,40570.90915859821
270,80+,46056.208954165544
271,50-59,5342.498461324442
271,60-69,29773.598523845238
271,70-79,41146.04217745018
271,80+,46723.33218340382
272,50-59,6340.300279228811
272,60-69,32975.080298883244
272,70-79,41757.44601220844
272,80+,45983.36222376096
273,50-59,4362.126240198857
273,60-69,31926.070984342572
273,70-79,38712.89497877964
273,80+,46720.16515372103
274,50-59,6954.2280987902905
274,60-69,29964.459385016646
274,70-79,40000.05802998272
274,80+,44863.73393108416
275,50-59,4818.899815315243
275,60-69,35620.117285975226
275,70-79,40425.80039260037
275,80+,47250.44485942986
276,50-59,3661.015258597459
276,60-69,35046.6400631992
276,70-79,39621.22696563377
276,80+,43326.986959204674
277,50-59,5251.642798143276
277,60-69,30813.194555271995
277,70-79,41739.46881758347
277,80+,44769.2449073015
278,50-59,3211.5880483070496
278,60-69,33721.18249062746
278,70-79,41783.88508042602
278,80+,48493.21515017502
279,50-59,3577.142707455642
279,60-69,33425.78157683191
279,70-79,40662.52442791845
279,80+,46240.31674598456
280,50-59,3983.5642083702455
280,60-69,32562.390049246696
280,70-79,39071.52932779329
280,80+,46007.224379656254
281,50-59,4738.449800005396
281,60-69,31129.267805494503
281,70-79,43120.07592159947
281,80+,44810.09974255174
282,50-59,4015.194130922319
282,60-69,31867.675502148817
282,70-79,39973.56192058404
282,80+,44379.92829556566
283,50-59,8147.654108688291
283,60-69,32291.13389458982
283,70-79,38386.41835121472
283,80+,46365.80191119666
284,50-59,6160.50439924708
284,60-69,31426.575487563226
284,70-79,42462.117433609295
284,80+,45391.24519523207
285,50-59,4704.3787593349825
285,60-69,32096.391964512964
285,70-79,42506.75985073522
285,80+,44171.539724987386
286,50-59,6516.74304661635
286,60-69,32972.22277775893
286,70-79,39453.37356056313
286,80+,47412.7710489544
287,50-59,5137.567951906654
287,60-69,32834.62414704749
287,70-79,39867.62821881017
287,80+,46395.108702345715
288,50-59,5561.6531634094545
288,60-69,34513.812538956525
288,70-79,39909.030851409385
288,80+,46526.37613585563
289,50-59,6092.567979408764
289,60-69,33697.82601023287
289,70-79,42464.41878974008
289,80+,43112.726409751034
290,50-59,3318.3058373912145
290,60-69,31007.957073418183
290,70-79,39858.20046996504
290,80+,46290.511131753665
291,50-59,5051.902692142513
291,60-69,32917.87581404253
291,70-79,39318.178579085274
291,80+,44850.65482923905
292,50-59,5731.199625429078
292,60-69,30160.426028024463
292,70-79,40043.22186158613
292,80+,47858.8460346615
293,50-59,4509.053645340831
293,60-69,29877.212304560653
293,70-79,39404.965697560234
293,80+,45953.3350224714
294,50-59,5774.8651912587175
294,60-69,32870.85382236962
294,70-79,41373.11989513196
294,80+,42273.02391294808
295,50-59,4575.568584364272
295,60-69,32892.74045293102
295,70-79,38953.0043561603
295,80+,47528.69450078385
296,50-59,4528.523715225867
296,60-69,30774.54839889325
296,70-79,37397.85155606394
296,80+,43678.5446108563
297,50-59,4801.527513595904
297,60-69,31637.311046675582
297,70-79,40550.91533102442
297,80+,46944.930115548676
298,50-59,4966.784974395584
298,60-69,32525.02723460358
298,70-79,41099.86853237897
298,80+,46715.647359412884
299,50-59,4453.750391330869
299,60-69,30799.553869596875
299,70-79,39471.149241483654
299,80+,46875.83109273305
300,50-59,4688.156019867182
300,60-69,32990.66949898282
300,70-79,39569.880849225185
300,80+,44410.20198575966
301,50-59,4348.104088654481
301,60-69,33029.812981633884
301,70-79,38539.18341893301
301,80+,44456.100015990494
302,50-59,3702.0633069676555
302,60-69,30482.04894359832
302,70-79,37494.97364154584
302,80+,46107.80259666626
303,50-59,5612.317931074344
303,60-69,35112.45112013725
303,70-79,41124.143428395466
303,80+,46131.73796352379
304,50-59,4802.708224829822
304,60-69,33649.09376615264
304,70-79,40696.79908732772
304,80+,47083.02521431951
305,50-59,5006.783110524742
305,60-69,32851.366196988245
305,70-79,42325.06650293742
305,80+,48515.34878912916
306,50-59,4847.223228792911
306,60-69,32394.64397317651
306,70-79,41575.15470503644
306,80+,45374.96181788249
307,50-59,6886.9995944200855
307,60-69,31394.134823337434
307,70-79,40404.35970436259
307,80+,45656.191882011066
308,50-59,5808.4235206824
308,60-69,31238.58156407401
308,70-79,41672.92742162585
308,80+,48249.94436289592
309,50-59,4103.313064071564
309,60-69,34956.278816728336
309,70-79,40798.1438233265
309,80+,42728.98973328844
310,50-59,6564.739216892006
310,60-69,30699.51572429088
310,70-79,40738.49236178656
310,80+,45532.86592091847
311,50-59,6975.462941691231
311,60-69,31355.229635536423
311,70-79,39763.99762085497
311,80+,46713.699595636775
312,50-59,5895.739547148578
312,60-69,30747.938573963427
312,70-79,37678.273253720006
312,80+,43947.61147723096
313,50-59,3222.004794048756
313,60-69,30732.4470891665
313,70-79,40312.3223125545
313,80+,46022.5128059705
314,50-59,4954.3396234904
314,60-69,32484.290600516746
314,70-79,39280.98563899983
314,80+,45714.52739061979
315,50-59,5905.74565115924
315,60-69,30622.104778809353
315,70-79,39165.3657243794
315,80+,43600.5255567552
316,50-59,5596.366178270769
316,60-69,33255.90536506968
316,70-79,39908.994340521684
316,80+,47077.089352046576
317,50-59,6182.516938874144
317,60-69,31455.085103267047
317,70-79,42787.29987559214
317,80+,46845.94767196999
318,50-59,4497.0311696835415
318,60-69,32283.933674577765
318,70-79,40220.240964703764
318,80+,43683.96199637687
319,50-59,5318.504204093212
319,60-69,32723.179758362432
319,70-79,42786.695415226255
319,80+,43563.980262946585
320,50-59,5486.122268228991
320,60-69,32961.16801414376
320,70-79,39403.95209479986
320,80+,47588.965344275806
321,50-59,5265.6547271972195
321,60-69,31734.410843237085
321,70-79,40731.12777636517
321,80+,46213.96636129426
322,50-59,6240.997835280278
322,60-69,32324.476828651754
322,70-79,40539.74074858198
322,80+,47830.475957753326
323,50-59,4519.154271780213
323,60-69,32687.522534169017
323,70-79,42161.39133803248
323,80+,45780.63831206301
324,50-59,6135.677885831171
324,60-69,33285.53218610132
324,70-79,43173.55369716842
324,80+,44006.76698179946
325,50-59,4668.691393524337
325,60-69,33932.259523452754
325,70-79,40812.95957109085
325,80+,49030.00732558079
326,50-59,5151.004060617581
326,60-69,33318.48865079793
326,70-79,41427.971821843465
326,80+,46768.1905063971
327,50-59,6603.631172287392
327,60-69,33366.43954403306
327,70-79,41100.17853737618
327,80+,46606.05167132484
328,50-59,5614.8902768865
328,60-69,31749.227632811268
328,70-79,38333.153184117735
328,80+,47401.75192921792
329,50-59,4663.232583971721
329,60-69,33386.577625434824
329,70-79,38694.76594465187
329,80+,49496.38254442732
330,50-59,4050.9236045607777
330,60-69,33383.75477104481
330,70-79,40926.2905213876
330,80+,43294.84515049411
331,50-59,7255.602757346046
331,60-69,30714.90446359655
331,70-79,41019.388174100604
331,80+,45243.98190186767
332,50-59,6587.936319256123
332,60-69,31525.88285042045
332,70-79,42033.67433624076
332,80+,45514.70846376669
333,50-59,4198.203481960263
333,60-69,32505.646816298784
333,70-79,39965.7106189415
333,80+,40591.045647341816
334,50-59,8501.795152696963
334,60-69,31362.22580295328
334,70-79,41079.43890907218
334,80+,46827.34746767919
335,50-59,3657.1718499094586
335,60-69,30397.754986256958
335,70-79,41973.46534835314
335,80+,45522.110805440614
336,50-59,4327.878925562976
336,60-69,35079.135693813696
336,70-79,43950.59350905393
336,80+,46331.37179721038
337,50-59,5158.569061339536
337,60-69,31712.521090179318
337,70-79,40985.27917662159
337,80+,47086.51710744159
338,50-59,5273.945303960933
338,60-69,33022.57631440746
338,70-79,40776.816653481466
338,80+,48842.865218206716
339,50-59,5485.920598454194
339,60-69,31929.10051332895
339,70-79,39711.41454322265
339,80+,47689.837085864405
340,50-59,5919.308409909252
340,60-69,32581.48759976245
340,70-79,39104.99943685875
340,80+,45920.23452204134
341,50-59,6440.482205933775
341,60-69,32665.090334932054
341,70-79,41020.79660572248
341,80+,46403.05372505675
342,50-59,4853.4170476909
342,60-69,32745.089835626903
342,70-79,42048.012397533625
342,80+,45383.64836654459
343,50-59,3517.2795307764122
343,60-69,32774.879877661755
343,70-79,39928.15318373997
343,80+,46018.46532746315
344,50-59,4773.048663182428
344,60-69,31883.08813822195
344,70-79,40891.00746025305
344,80+,42133.88323124695
345,50-59,6707.588446565413
345,60-69,33459.53244576977
345,70-79,45023.72644694792
345,80+,46525.44739378625
346,50-59,6243.737184070578
346,60-69,33634.55553577894
346,70-79,39692.732355822765
346,80+,45784.476722521475
347,50-59,4601.305267085365
347,60-69,32663.546115580753
347,70-79,41051.896112342365
347,80+,44106.76087862104
348,50-59,5718.073626770385
348,60-69,33399.34393874911
348,70-79,42817.95438732901
348,80+,42613.02672572787
349,50-59,5470.6420513856165
349,60-69,30331.26206956761
349,70-79,38890.78164764274
349,80+,47276.96187386661
350,50-59,5693.906075156423
350,60-69,31046.424469375394
350,70-79,39256.94766032854
350,80+,45937.9843031669
351,50-59,5589.0180140182
351,60-69,31754.055563714308
351,70-79,42678.20918166896
351,80+,45392.808609864165
352,50-59,4647.58124992416
352,60-69,35843.53060721634
352,70-79,40581.93762263058
352,80+,44177.643337965164
353,50-59,4222.704314592621
353,60-69,32002.31833881646
353,70-79,41817.238480349944
353,80+,48612.7442940685
354,50-59,5086.869078928879
354,60-69,32328.24457952345
354,70-79,38466.5830216605
354,80+,47387.10728765851
355,50-59,5924.9888581790465
355,60-69,31687.75060413199
355,70-79,39827.9238910783
355,80+,46724.884388168364
356,50-59,4628.589875780224
356,60-69,33539.11913335239
356,70-79,43278.5030108866
356,80+,47417.904539180556
357,50-59,5726.668414728804
357,60-69,33346.05272139875
357,70-79,40880.7058837369
357,80+,48238.61195861332
358,50-59,6416.449152465905
358,60-69,31283.179454188834
358,70-79,38640.319825102735
358,80+,46370.38231160017
359,50-59,4738.152996943245
359,60-69,32175.84588935857
359,70-79,38529.134734888146
359,80+,45067.40600836877
360,50-59,6045.091968159102
360,60-69,31601.170100164385
360,70-79,39792.23459526079
360,80+,44862.44938256014
361,50-59,4054.5640555862324
361,60-69,32610.851259721785
361,70-79,39910.33319618045
361,80+,47561.9177561838
362,50-59,6039.780645878385
362,60-69,35067.2131132239
362,70-79,41428.88975308871
362,80+,50270.296158326404
363,50-59,6897.114235437253
363,60-69,32741.652936990824
363,70-79,41726.26535178234
363,80+,44962.52688827737
364,50-59,5910.346254513441
364,60-69,34001.58405795046
364,70-79,42123.82533451298
364,80+,46617.285012317814
365,50-59,4742.56390597669
365,60-69,31375.894908775488
365,70-79,41256.22283577461
365,80+,48977.58026841395
366,50-59,3568.0288259978142
366,60-69,33253.72259540431
366,70-79,40368.92279168249
366,80+,44936.99776375034
367,50-59,3220.252795394695
367,60-69,33751.966110007495
367,70-79,41131.88886924285
367,80+,46725.134986061516
368,50-59,3646.699660055291
368,60-69,33068.838766047316
368,70-79,40822.96519867355
368,80+,49389.758905843475
369,50-59,6200.880051281815
369,60-69,29975.26862397629
369,70-79,39640.41735561545
369,80+,46764.66075069905
370,50-59,5226.800821147857
370,60-69,31791.218222160205
370,70-79,39596.81960011353
370,80+,46000.2719692217
371,50-59,3137.1789949913687
371,60-69,33124.23594742747
371,70-79,39431.24571837863
371,80+,46002.05080143301
372,50-59,4848.107029596525
372,60-69,31712.203709027017
372,70-79,41908.71974463791
372,80+,48695.477365996485
373,50-59,7284.789931985421
373,60-69,31532.610786632013
373,70-79,42464.46399807066
373,80+,48000.914760245534
374,50-59,3103.1392841587976
374,60-69,32911.13330114304
374,70-79,41672.39546052722
374,80+,46646.989048585834
375,50-59,4427.710776254765
375,60-69,29996.374604833338
375,70-79,43137.65672359101
375,80+,45570.5426443825
376,50-59,5499.406670986399
376,60-69,33531.024704053045
376,70-79,42555.14373830606
376,80+,45287.05582014281
377,50-59,4317.158360682811
377,60-69,32338.773883842794
377,70-79,41195.91063676685
377,80+,44776.358309401905
378,50-59,3932.5579135682647
378,60-69,31740.277712782885
378,70-79,39983.08183789341
378,80+,50954.80099370653
379,50-59,4527.418159837041
379,60-69,32709.498056670607
379,70-79,39849.80066675963
379,80+,49254.59615081925
380,50-59,5214.62533117519
380,60-69,32546.211348484154
380,70-79,37953.68564937338
380,80+,46945.168505799724
381,50-59,4878.305132615552
381,60-69,32013.209224117447
381,70-79,37789.33080254084
381,80+,42467.18866481251
382,50-59,4095.741610594838
382,60-69,32034.349986494966
382,70-79,42679.351274600056
382,80+,45084.50325597683
383,50-59,4428.223025520329
383,60-69,31194.780510966288
383,70-79,38327.02886826071
383,80+,48683.54197032888
384,50-59,3202.4727612754828
384,60-69,29940.981041440024
384,70-79,41029.97518989699
384,80+,43607.21326313991
385,50-59,5236.563011534107
385,60-69,33685.29571205286
385,70-79,39724.338061647926
385,80+,46987.250165268735
386,50-59,4394.2020646193505
386,60-69,32657.73881198763
386,70-79,41112.504132738795
386,80+,45043.38958364711
387,50-59,4826.158819213251
387,60-69,31503.62786934311
387,70-79,41278.86481503475
387,80+,47454.23482636683
388,50-59,4791.767470762073
388,60-69,30874.5260014645
388,70-79,38912.28182088474
388,80+,42805.80132062867
389,50-59,3818.2044746227225
389,60-69,31897.511578197416
389,70-79,38388.675159045306
389,80+,44702.25970229104
390,50-59,3864.513025723754
390,60-69,31469.541161299596
390,70-79,41546.933198674655
390,80+,46907.45852142767
391,50-59,5301.464165043398
391,60-69,31819.565678106148
391,70-79,40006.62110443117
391,80+,43978.34785991986
392,50-59,6758.966799690552
392,60-69,31516.752326631657
392,70-79,39955.98917980738
392,80+,46898.76740724381
393,50-59,5735.482836844347
393,60-69,32423.8055223674
393,70-79,42143.50112107294
393,80+,46188.0428317315
394,50-59,4842.549966069821
394,60-69,32484.02114696636
394,70-79,39754.955705301116
394,80+,44652.42117246991
395,50-59,4511.865028799444
395,60-69,30591.415242317107
395,70-79,42302.94544170809
395,80+,45056.42492347111
396,50-59,4983.53708773572
396,60-69,33398.39930001779
396,70-79,40029.70343722602
396,80+,45239.83878998145
397,50-59,4634.442655066104
397,60-69,33659.55856241348
397,70-79,38925.790694691044
397,80+,48302.82175451303
398,50-59,5526.855054383255
398,60-69,32527.02875852482
398,70-79,40599.57449632416
398,80+,46793.44602846261
399,50-59,5228.443776786477
399,60-69,34233.28241650273
399,70-79,39255.16983511273
399,80+,43942.93447245933
400,50-59,5011.944060269722
400,60-69,31771.209543813893
400,70-79,41242.21594145006
400,80+,43929.329971107174
401,50-59,5306.330416164441
401,60-69,32102.83185901357
401,70-79,41303.62965030515
401,80+,45287.62073587173
402,50-59,4872.770047300257
402,60-69,31779.015065664116
402,70-79,43457.193065216896
402,80+,44972.29641451645
403,50-59,4699.29784260988
403,60-69,32061.823022773602
403,70-79,40052.91034539727
403,80+,45856.9309864695
404,50-59,4800.920154964385
404,60-69,31226.07555743981
404,70-79,39235.650548702804
404,80+,46682.28849929011
405,50-59,5323.195024948416
405,60-69,32609.714090576766
405,70-79,38159.2651451165
405,80+,42404.88628956104
406,50-59,6831.194028121319
406,60-69,32875.76959630002
406,70-79,42680.37939082713
406,80+,45697.16356901993
407,50-59,4859.367188887418
407,60-69,32103.934866809395
407,70-79,41886.47935500042
407,80+,44064.220248284546
408,50-59,4173.383656946419
408,60-69,32525.880596854415
408,70-79,39546.768321076954
408,80+,46268.225647463325
409,50-59,4467.6943319039
409,60-69,34148.15758490185
409,70-79,42105.1723006456
409,80+,46032.56217261715
410,50-59,6498.646764528915
410,60-69,28706.58486755786
410,70-79,41401.29621573786
410,80+,47206.666252533614
411,50-59,5760.008439828243
411,60-69,34402.682442554724
411,70-79,40594.144507776226
411,80+,45254.44539352467
412,50-59,5379.618026261712
412,60-69,32328.948731761215
412,70-79,39545.570553510646
412,80+,46587.247725343615
413,50-59,4087.9306232281483
413,60-69,31771.17787591224
413,70-79,41266.69665830762
413,80+,46678.4640580019
414,50-59,5724.7220680084
414,60-69,31667.256475359125
414,70-79,40533.953459762866
414,80+,45608.533741633706
415,50-59,4337.659009021775
415,60-69,30910.088433531557
415,70-79,41955.0186675504
415,80+,45219.70296358602
416,50-59,6805.076075559725
416,60-69,31946.780599235553
416,70-79,40085.80968938647
416,80+,44685.279679258725
417,50-59,5100.1627759178355
417,60-69,32425.010400884134
417,70-79,42930.752000760265
417,80+,43682.57187917505
418,50-59,5838.219876394034
418,60-69,31995.851720631646
418,70-79,38636.60225806132
418,80+,46613.65611344652
419,50-59,5914.349077578948
419,60-69,30854.216809944468
419,70-79,42894.783862473494
419,80+,46511.63457175294
420,50-59,3932.413277509158
420,60-69,32295.365563999527
420,70-79,41717.059641318054
420,80+,46070.20757339461
421,50-59,6127.377135053124
421,60-69,31979.436862063005
421,70-79,41853.79082821455
421,80+,47025.30451921968
422,50-59,4818.005174133399
422,60-69,31054.541901206885
422,70-79,39202.48999560091
422,80+,48727.47998991404
423,50-59,5322.389113233546
423,60-69,32774.00606724212
423,70-79,41830.43998732194
423,80+,45099.86164864644
424,50-59,5735.085603385751
424,60-69,32780.34531137054
424,70-79,37800.70227957465
424,80+,46634.67253451862
425,50-59,5194.74654186977
425,60-69,32506.83820903462
425,70-79,41841.96495889868
425,80+,48090.74104479836
426,50-59,4534.095118490752
426,60-69,31678.650413593357
426,70-79,38991.16084619151
426,80+,47080.31816284398
427,50-59,3971.0178148915197
427,60-69,32392.765094225655
427,70-79,38607.56437674052
427,80+,45554.712788766716
428,50-59,5140.211166684981
428,60-69,32509.026772830945
428,70-79,41745.26750968697
428,80+,47510.504341064494
429,50-59,4032.0162493591856
429,60-69,34262.203062315966
429,70-79,40234.08718632993
429,80+,45105.86060263832
430,50-59,3135.3672343906137
430,60-69,34778.31510935948
430,70-79,41625.55332018551
430,80+,47418.359913746805
431,50-59,6174.690167197472
431,60-69,31224.562591422433
431,70-79,43752.72533071672
431,80+,46471.75489456983
432,50-59,5046.414684129866
432,60-69,32124.54074665046
432,70-79,39206.234237819786
432,80+,48850.82151204275
433,50-59,5018.2391117409015
433,60-69,32135.20029880372
433,70-79,39214.50149252334
433,80+,46752.919585365235
434,50-59,6199.75317290868
434,60-69,32816.85435359341
434,70-79,42027.20674847908
434,80+,46962.17092615908
435,50-59,5932.142528628218
435,60-69,33353.29425541823
435,70-79,40801.650187351326
435,80+,46205.446297142764
436,50-59,3874.8334714116786
436,60-69,30509.261755962678
436,70-79,39385.4875989806
436,80+,44989.21596935397
437,50-59,5113.317650898116
437,60-69,30906.883974282584
437,70-79,39441.49121666523
437,80+,46917.91014081619
438,50-59,5388.152685908749
438,60-69,32968.54820893082
438,70-79,41158.56053051371
438,80+,48859.13769737856
439,50-59,4340.467042988622
439,60-69,29119.705047819676
439,70-79,44222.6852550876
439,80+,46882.34034294072
440,50-59,5370.479893911169
440,60-69,32676.366028891895
440,70-79,39463.31622400771
440,80+,48271.02051282115
441,50-59,4711.398627158032
441,60-69,31624.39543652194
441,70-79,40489.05623045802
441,80+,47238.32005006108
442,50-59,6275.896579229348
442,60-69,32696.567380668632
442,70-79,41468.360352477444
442,80+,45489.49254649957
443,50-59,6497.09041166526
443,60-69,33993.84398153011
443,70-79,40242.13372573472
443,80+,46525.96629793749
444,50-59,4987.313885307083
444,60-69,32024.63088937595
444,70-79,38957.80552100333
444,80+,46972.777803158344
445,50-59,5284.140993513314
445,60-69,31392.796825866215
445,70-79,40953.140868064584
445,80+,43402.24480773814
446,50-59,4383.31862980568
446,60-69,33509.918428385296
446,70-79,39486.05154158608
446,80+,44856.509287233115
447,50-59,5052.67005398831
447,60-69,29849.385100092888
447,70-79,39036.60918439593
447,80+,45924.92142825114
448,50-59,4399.032980816634
448,60-69,31567.73428301752
448,70-79,42092.96170360984
448,80+,46781.75946881294
449,50-59,4445.98203870812
449,60-69,30716.9301887974
449,70-79,38515.79857501207
449,80+,47109.662721872104
450,50-59,4334.152030494106
450,60-69,31614.5445586186
450,70-79,40104.085064382634
450,80+,45356.10419679199
451,50-59,6108.301426416354
451,60-69,30136.64335229106
451,70-79,40448.76366327783
451,80+,43421.493115366844
452,50-59,5826.460450268484
452,60-69,31845.12766294117
452,70-79,39728.5107894507
452,80+,46060.692326327466
453,50-59,5928.977183751779
453,60-69,34228.38608169705
453,70-79,40152.290868524105
453,80+,45121.88718421853
454,50-59,4460.094750537836
454,60-69,32020.168165996765
454,70-79,38613.05756446294
454,80+,47721.54367393459
455,50-59,4333.2839234489875
455,60-69,30518.84045289211
455,70-79,39881.182543491326
455,80+,43491.75751979561
456,50-59,6282.524464266842
456,60-69,30659.42940873194
456,70-79,40433.52796943431
456,80+,46776.82687570516
457,50-59,4596.865559501502
457,60-69,33820.707563280586
457,70-79,41822.42786602476
457,80+,44709.40208838561
458,50-59,4422.299264182601
458,60-69,33292.77692934
458,70-79,40871.782731396524
458,80+,44162.58097208057
459,50-59,7340.954569457669
459,60-69,32711.404162155428
459,70-79,38492.2556261749
459,80+,47413.54079390777
460,50-59,5108.977722276451
460,60-69,34016.30051132976
460,70-79,42226.65779044088
460,80+,43876.67950264844
461,50-59,3690.851315833408
461,60-69,31922.686116468856
461,70-79,39735.22627905695
461,80+,50165.70867214373
462,50-59,4487.7931044967
462,60-69,31512.215278558502
462,70-79,43358.600633344795
462,80+,47086.684836228604
463,50-59,6467.096122059414
463,60-69,33116.47188796328
463,70-79,41903.39677579467
463,80+,48546.25128822704
464,50-59,4981.717465972198
464,60-69,33470.555293320525
464,70-79,40489.623175391105
464,80+,41140.64699688403
465,50-59,5543.119050240019
465,60-69,33197.61006879681
465,70-79,39239.5206892497
465,80+,46692.67415293924
466,50-59,7443.724828779829
466,60-69,31064.681993592396
466,70-79,40033.98501217825
466,80+,47059.499291664935
467,50-59,4413.675204164203
467,60-69,32099.557635032845
467,70-79,39367.30738094557
467,80+,44014.32087167852
468,50-59,2619.6082391104533
468,60-69,32017.67517910689
468,70-79,41550.49361572087
468,80+,47143.71991173791
469,50-59,4510.0718970933785
469,60-69,31652.768578481442
469,70-79,42116.59814786843
469,80+,47552.651307238775
470,50-59,5343.0065743002815
470,60-69,31610.472145687636
470,70-79,41698.29328178819
470,80+,47938.631396596546
471,50-59,4849.541275626273
471,60-69,32310.707499614986
471,70-79,39263.15880158602
471,80+,46705.482715408565
472,50-59,3283.6798882267926
472,60-69,31290.9692239902
472,70-79,41296.38034768332
472,80+,47183.886247237766
473,50-59,5498.262981973415
473,60-69,34361.52317444808
473,70-79,40084.20483771918
473,80+,44601.78451305384
474,50-59,4755.678862996246
474,60-69,30701.855978408625
474,70-79,42080.64015950951
474,80+,44828.4703272035
475,50-59,5459.66905927502
475,60-69,31496.18466308481
475,70-79,41324.00826251255
475,80+,46219.602150515486
476,50-59,5474.61617897142
476,60-69,31638.262059262157
476,70-79,41457.59345024804
476,80+,47781.78870752169
477,50-59,6510.107665515255
477,60-69,33054.46225140189
477,70-79,41920.93974086641
477,80+,45986.86133255777
478,50-59,4932.611884041228
478,60-69,31022.221975723518
478,70-79,41804.81130256329
478,80+,44997.64166997534
479,50-59,5324.449171001845
479,60-69,32107.21593046808
479,70-79,40333.261179756
479,80+,47877.97402848218
480,50-59,6233.808012515262
480,60-69,33904.233941289254
480,70-79,39383.09195731995
480,80+,48133.37941044933
481,50-59,4767.885042652673
481,60-69,29993.203080899053
481,70-79,43108.590182690314
481,80+,47225.73876486041
482,50-59,3646.802712416817
482,60-69,29970.81851554068
482,70-79,40983.92384328627
482,80+,46145.51324753416
483,50-59,4590.773327829249
483,60-69,30731.87374153316
483,70-79,40440.10642699719
483,80+,49482.01680159693
484,50-59,5080.749506842916
484,60-69,32388.976642220965
484,70-79,40243.93878506858
484,80+,43171.37769783714
485,50-59,6207.361071902711
485,60-69,30711.62168516508
485,70-79,40994.77829749029
485,80+,47787.509556357094
486,50-59,4287.137371628894
486,60-69,33181.72217186269
486,70-79,41236.44674182052
486,80+,45935.124617585636
487,50-59,5709.375581145073
487,60-69,32366.220145937412
487,70-79,40333.84170933273
487,80+,44445.45287814149
488,50-59,4371.19001453935
488,60-69,30555.685014911804
488,70-79,40850.948195918805
488,80+,48966.028537973005
489,50-59,4105.750197891907
489,60-69,32566.441059508572
489,70-79,41355.489756213785
489,80+,46539.056511826944
490,50-59,5371.552873872463
490,60-69,33199.50959382309
490,70-79,41045.61316259161
490,80+,46756.72675749859
491,50-59,4329.156109508869
491,60-69,30541.884865318905
491,70-79,39606.95788664434
491,80+,45217.23579004732
492,50-59,4689.459682838795
492,60-69,33744.97484386078
492,70-79,40132.45422628598
492,80+,47867.38373832948
493,50-59,5914.757365817885
493,60-69,31816.191540612952
493,70-79,39623.95594563341
493,80+,48293.53351958506
494,50-59,4560.590196925964
494,60-69,32687.94761240443
494,70-79,40428.462908422545
494,80+,44839.184298913
495,50-59,3640.1393806753745
495,60-69,31976.07726464324
495,70-79,42068.88147017702
495,80+,46246.94054617185
496,50-59,5174.952622869304
496,60-69,33021.060035600196
496,70-79,41880.20368994904
496,80+,46233.47819801884
497,50-59,5562.449386786004
497,60-69,33323.83160846322
497,70-79,40963.3532212391
497,80+,46045.259546480695
498,50-59,3987.2502913906224
498,60-69,30014.192888644197
498,70-79,40636.303760114875
498,80+,43266.3590824314
499,50-59,2910.1708106574706
499,60-69,33061.05622003209
499,70-79,40843.57721024567
499,80+,48604.75204586674
500,50-59,6061.60041220982
500,60-69,34495.44165631432
500,70-79,41352.95651397098
500,80+,45628.26221253377
501,50-59,5624.578822666968
501,60-69,31409.447252135582
501,70-79,39632.14369622038
501,80+,47842.05026204763
502,50-59,4360.12182843233
502,60-69,30421.40604354335
502,70-79,38148.529433799835
502,80+,48252.58229210196
503,50-59,5172.802981788843
503,60-69,32268.698772839976
503,70-79,42449.264930500816
503,80+,43442.345194137255
504,50-59,4028.462425151576
504,60-69,33296.81305363318
504,70-79,41140.28457175685
504,80+,47658.1941995726
505,50-59,5032.902286318635
505,60-69,30080.148281413298
505,70-79,39761.05139336763
505,80+,45630.33682328508
506,50-59,3561.2951062115562
506,60-69,31748.34347098531
506,70-79,40983.649895207884
506,80+,46460.97757733398
507,50-59,5713.081924298353
507,60-69,32524.368822508688
507,70-79,40014.03375718095
